no,username,testId,topic,Favorite Class,School Improvement,Questions,School Routine,Project,ANIMALS,COMMUNICATIONS,DIRECTIONS,POP_CULTURE,THEATER,TRAVEL,CAREERS,SCIENCE,
3459,C3246766,2428348,POP_CULTURE,0.062238356670750936,0.10525223364526169,0.06450279578882838,0.06713772159495957,0.07338942925291363,0.06441442338753056,0.0931814495212751,0.060167528354260855,0.13120384458119425,0.10150073376144644,0.07004921158120236,0.033130966146133485,0.047858901727256924,
3460,C3263480,2442659,ANIMALS,0.06523977832537228,0.09205724567085988,0.07342867139460237,0.04306310655739826,0.07858121775518397,0.24542291133981245,0.10443388089457342,0.05435060537615867,0.11292472950165085,0.07816367509164,0.08893773989665053,0.03989835023887066,0.04815858193351044,
3461,C3263480,2442659,COMMUNICATIONS,0.07102319432090358,0.0814014047213726,0.06528125349607378,0.040024460054617114,0.08128673381552554,0.08257065765388653,0.1350339693098635,0.05021462200079567,0.09130208601400283,0.07695781601980842,0.09995606410107181,0.03447424438179167,0.04689619521973352,
3462,C3263480,2442659,POP_CULTURE,0.10419531763209591,0.1668280343575138,0.09402629376329097,0.10573983902017373,0.12059712888468763,0.10417919517174808,0.14463445126168073,0.09341795888423675,0.2410668805636555,0.16524730601288531,0.10923496736502168,0.051166703534295456,0.08050317046572418,
3463,D2812371,2018741,ANIMALS,0.037875661786041105,0.052592333475714355,0.040537552527602716,0.018363907725094913,0.03919840545826769,0.15841842695960587,0.041029021714379124,0.02280433153392551,0.05575968774536205,0.043709311739483225,0.04671068427457202,0.01965440626209076,0.02268085423315579,
3464,D2812371,2018741,COMMUNICATIONS,0.03743787534049264,0.038765554325153745,0.026417370818214506,0.03415795459551972,0.04119335214372841,0.022804989321720988,0.05180677252318136,0.03872543720026472,0.04156469248456683,0.04697242088378045,0.021905245751959995,0.017050057058517136,0.029725728118749545,
3465,D2812371,2018741,POP_CULTURE,0.0217225127772042,0.02552561773305874,0.023282979225418728,0.019823337712945747,0.034348473627503054,0.020184736596170528,0.027343519068248646,0.017817493121607124,0.04072307209726585,0.029030465204496973,0.019617867905662396,0.012787978614520964,0.014445271425617003,
3466,D2829450,2035423,ANIMALS,0.04996466134088353,0.06514744992599304,0.0426053802090809,0.03907533430342819,0.05058060832189775,0.08367574916688043,0.05111592208104691,0.03935024728995738,0.05529160416991611,0.04625918580361629,0.053099575468310636,0.04291002098799548,0.026022295966419917,
3467,D2829450,2035423,COMMUNICATIONS,0.0408362750419711,0.041966323213584684,0.03569195373751012,0.02951923774599357,0.03631703922947567,0.034946856948189234,0.0843268173487833,0.01835555871694597,0.060466194268236934,0.0389571197616226,0.03382647934150754,0.02701353890191404,0.02140766148233581,
3468,D2829450,2035423,DIRECTIONS,0.02132954449681398,0.026246207819936945,0.03682459049772653,0.02093432760542476,0.03171593787528286,0.028836474679576403,0.035640911568822195,0.08064018065290979,0.028968128895062666,0.04131531866609805,0.03015708650913105,0.019399083057302903,0.012974644140964664,
3469,D2835755,2041471,ANIMALS,0.0689324360943308,0.0895275580300405,0.08783872507108213,0.050666412856013726,0.08118304065468995,0.232808994933261,0.09779942916861402,0.058862928326696096,0.09463502782219224,0.07967693964280415,0.09512734116629422,0.054313284066273074,0.04814238899356482,
3470,D2835755,2041471,COMMUNICATIONS,0.0940176185166401,0.0704447828299696,0.06517396891626008,0.05562756338219328,0.10424893673415545,0.06816847525714491,0.14429971562302618,0.06002172556474653,0.08170895407713663,0.08816052258146102,0.07030681199942862,0.0388821840506136,0.05575663049301523,
3471,D2835755,2041471,POP_CULTURE,0.04471387766239733,0.08498969200374726,0.05943042104090579,0.059907405689123186,0.0555822677205169,0.05288550619736178,0.07952335784992584,0.03434833797399511,0.11256676242750993,0.06477715631923496,0.04926614368809996,0.034912948224198145,0.03157151863917011,
3472,D2856199,2061125,POP_CULTURE,0.05147569642233159,0.07533417550932485,0.0704200443070573,0.027845476384518092,0.04859634543679971,0.08291522537926307,0.08619526793412705,0.03736617731089896,0.14635709325784535,0.057276604856243,0.0719845375456615,0.03389571676409212,0.03633997440336548,
3473,D2856199,2061125,THEATER,0.07931706284790616,0.10519082551228853,0.07121352771215125,0.07002704329823492,0.08050461836230638,0.07482868478353977,0.10401386856767392,0.06308162890619529,0.11815296207621208,0.24571715491058116,0.10297890576905694,0.038632846770919445,0.0531388581937781,
3474,D2856199,2061125,TRAVEL,0.06847296936018848,0.09453946119857537,0.0765357925745897,0.047921540138778945,0.07576729236767915,0.10126340887126248,0.11135663697738762,0.06093704284855861,0.10739467048909217,0.09330315033477875,0.235528611265087,0.04130846546614429,0.05050963696622551,
3475,D2892648,2095787,ANIMALS,0.06291806031863251,0.08567294847526671,0.0506630932217966,0.05200592654563488,0.05313497287867939,0.14925153547616368,0.0633488553604695,0.037440983451087165,0.07654419671311812,0.0760090888982532,0.07798253222904787,0.03547970133486912,0.034282676900451094,
3476,D2892648,2095787,COMMUNICATIONS,0.06476450139588541,0.09784937047201948,0.04067093897357234,0.032098683298234926,0.04119978192037171,0.06596576833548042,0.1076691626112544,0.023141783455794873,0.08121571807230922,0.040472233503752196,0.052769009421667866,0.030223402809238818,0.033517731344414124,
3477,D2892648,2095787,POP_CULTURE,0.06914720255274255,0.15580139195570405,0.04473759775925992,0.04308408494842169,0.05639191979313413,0.06458403392721285,0.07818377458733777,0.03287489692483817,0.13229264202787946,0.0779011179121087,0.04994208040884535,0.027683673038998886,0.03105244934313656,
3478,D2899954,2102626,POP_CULTURE,0.06732773108917517,0.09611479272672899,0.07127001809046012,0.043329145696221004,0.07135464598096435,0.07901921700220667,0.09809101353541903,0.04180874592501176,0.18094957565632752,0.08243799782003332,0.07842976781555086,0.04617627632961678,0.04610700461740468,
