no,testId,topic,distIMF,distIMM,distISE,distINE,expected
1,1235546,About Me,0.0,0.0,0.0,0.1168967691667994,N-NE
2,1235546,Things To Do,0.0,0.0,0.0,0.1168967691667994,N-NE
3,1235546,Best Friend,0.0,0.0,0.0,0.1168967691667994,N-NE
4,1285624,About Me,0.1481962727189243,0.12057960824813697,0.037941367244690445,0.02572657576623888,N-MF
5,1285624,Things To Do,0.06904320994066131,0.08654368328642026,0.02214554566335676,0.013800443427331124,N-MM
6,1285624,Best Friend,0.11005776566256197,0.09873171977893369,0.032191175510819736,0.020913249863272747,N-MF
7,1352635,Things To Do,0.0,0.0,0.0,0.1168967691667994,N-NE
8,1377426,About Me,0.16678016841306217,0.1981393939530977,0.04770560751516498,0.026671133896000846,N-MM
9,1377426,Things To Do,0.12539626472868054,0.09671250935944493,0.033027112369921494,0.016017315568314296,N-MF
10,1377426,Best Friend,0.15664343415026777,0.11207219772394317,0.04012379446856815,0.020956204390183964,N-MF
11,1377508,About Me,0.15676698670904232,0.11827644357184569,0.043766703765710284,0.028512194315640234,N-MF
12,1377508,Things To Do,0.1531079305788284,0.11443608101645772,0.042375444257760936,0.02260399274789817,N-MF
13,1377508,Best Friend,0.09396713415499197,0.07257472048008676,0.024190769653188712,0.015501088459141894,N-MF
14,1398952,About Me,0.18111898314460184,0.1485213591943495,0.05074743059979438,0.032491270156694355,N-MF
15,1399325,About Me,0.10106735943719077,0.0779795219375384,0.02586393238042633,0.03329429833701359,N-MF
16,1399325,Things To Do,0.059519590952038584,0.06079512196255053,0.020726472100629723,0.014126677330083319,N-MF
17,1399325,Best Friend,0.08117141942451417,0.07500048122038072,0.025087195479595578,0.014039547304672592,N-MF
18,1399663,About Me,0.1358075469012888,0.10684138674534589,0.035359033366972735,0.02323507553011985,N-MF
19,1399663,Things To Do,0.1187802307261495,0.09330702467895167,0.031155933685022553,0.029277864139957963,N-MF
20,1399663,Best Friend,0.12970426680988992,0.09548864800957052,0.030826587407545153,0.02057219636937574,N-MF
21,1402072,About Me,0.21010058918239669,0.15963225002639037,0.055522557927963456,0.030867988240606048,N-MF
22,1402072,Things To Do,0.14110618970001818,0.12577956497659287,0.0363798685319622,0.020736522389370637,N-MF
23,1402072,Best Friend,0.07990705576051313,0.07013589298534519,0.02375958643257805,0.014117383860884205,N-MF
24,1407744,About Me,0.07214882136136336,0.1012110230645965,0.02154384617323989,0.016434566214941923,N-MM
25,1407744,Things To Do,0.020467988022127806,0.02292157813447012,0.019310673045884304,0.008339964623101884,N-SE
26,1407744,Best Friend,0.03857291416051602,0.04110486291594645,0.025992071894850494,0.03683725245622041,N-SE
27,1412220,About Me,0.09827932043214546,0.08346380914228993,0.023850707526174263,0.018814970641902153,N-MF
28,1412220,Things To Do,0.1337979822287228,0.12961741279335467,0.035072272048243404,0.022957998593906428,N-MF
29,1412220,Best Friend,0.0,0.0,0.0,0.1168967691667994,N-NE
30,1412291,About Me,0.12227068630599446,0.10253593964543498,0.03228561218274738,0.020317095454560435,N-MF
31,1412291,Things To Do,0.06155996787847283,0.09509148476516009,0.019786072371350848,0.0160946738972201,N-MM
32,1412291,Best Friend,0.09132762245305771,0.08224651666622268,0.024260808439495924,0.0189540324757035,N-MF
33,1413309,Things To Do,0.18876105274820953,0.1462990485182536,0.05856894771558587,0.0315521514283361,N-MF
34,1413309,Best Friend,0.14049680020194627,0.10583535966807173,0.040986975354552715,0.022479613829446476,N-MF
35,1413309,About Me,0.2649275410497391,0.20398893919972277,0.0719475962706061,0.04291017834965434,N-MF
36,1413339,About Me,0.2157655285013742,0.18427833365761973,0.056476159965883156,0.03699218606402695,N-MF
37,1413339,Things To Do,0.0956831819278342,0.11099818586706575,0.029593795162629437,0.019991048860831275,N-MM
38,1413339,Best Friend,0.14711825168671294,0.12081519858162257,0.03962609832600606,0.025889725677673933,N-MF
39,1413494,About Me,0.021364797318819982,0.028121605454820314,0.013349909577328258,0.17136968946516917,N-NE
40,1413494,Things To Do,0.00757482560320378,0.016007129759303546,0.015216145967518923,0.21568957899838448,N-NE
41,1413494,Best Friend,0.009537818519165025,0.018429960667439942,0.01403871493800143,0.2504511931829345,N-NE
42,1413507,About Me,0.1061940127980852,0.09145372089675084,0.029406371000676074,0.018158995406472447,N-MF
43,1413507,Things To Do,0.06276459290988433,0.07397798312910198,0.017134855046496755,0.009665824884616628,N-MM
44,1413507,Best Friend,0.05009508414063085,0.044750576412510554,0.01268061966085685,0.009642705468875527,N-NE
45,1413712,About Me,0.07959317501968707,0.0699991625163925,0.03299596812879079,0.01278562795384294,N-SE
46,1413712,Things To Do,0.034047861489277756,0.03722199876752496,0.013649650702436514,0.015079580396475879,N-NE
47,1413712,Best Friend,0.07087875525430093,0.062471026156136325,0.027294249606227092,0.029542548545533287,N-NE
48,1413765,About Me,0.09302554483812533,0.08159834161545265,0.025253998925372046,0.016104654471423042,N-MF
49,1413765,Things To Do,0.07782736069877028,0.07258606580355509,0.026443893333092973,0.02168434122182121,N-NE
50,1413765,Best Friend,0.021781618295985128,0.01766578972458628,0.014506769553974837,0.0030398403445338076,N-SE
51,1413778,About Me,0.1677179461358047,0.1263498621623966,0.043172955363373705,0.029770885343922884,N-MF
52,1413778,Things To Do,0.07335747007156472,0.0869182649408143,0.022563971204835807,0.014406618177486034,N-MM
53,1413778,Best Friend,0.10677810353358544,0.0887069486263961,0.027945281149683785,0.02977731124350779,N-MF
54,1415558,About Me,0.128474921400678,0.1011871239807556,0.03332959117695056,0.020995029467832563,N-MF
