no,testId,topic,distIMF,distIMM,distISE,distINE,maxSim,predicted,expected,distIMF-pos,distIMM-pos,distISE-pos,distINE-pos
1,2066577,ANIMALS,0.05853162,0.04602222,0.03540058,0.00524641,0.05853162,I-MF,I-MF,0.35085185,0.34569793,0.33641031,0.15019473
2,2066577,COMMUNICATIONS,0.04697602,0.06019509,0.03731633,0.00614676,0.06019509,I-MM,I-MM,0.27491016,0.27186007,0.26105731,0.10991522
3,2066577,DIRECTIONS,0.09211326,0.06199179,0.05188424,0.00826692,0.09211326,I-MF,I-MF,0.47405175,0.4454289,0.41944371,0.17090939
4,2076436,ANIMALS,0.12447693,0.1014596,0.06812574,0.00991188,0.12447693,I-MF,I-MF,0.57631824,0.5667376,0.5320822,0.22159596
5,2076436,COMMUNICATIONS,0.1192939,0.10090061,0.0956388,0.01288946,0.1192939,I-MF,I-MF,0.54611629,0.55158698,0.55552452,0.28715543
6,2076436,DIRECTIONS,0.12418867,0.10582116,0.09282122,0.00883633,0.12418867,I-MF,I-MF,0.68893596,0.66819341,0.65363177,0.28814264
7,2077288,POP_CULTURE,0.09275678,0.1021215,0.14046285,0.02154879,0.14046285,I-SE,I-SE,0.41475711,0.421169,0.42986277,0.21516532
8,2077288,THEATER,0.08592054,0.10368017,0.15247786,0.02098296,0.15247786,I-SE,I-SE,0.44942113,0.45008577,0.44890807,0.18836032
9,2077288,TRAVEL,0.08775989,0.08580417,0.13328441,0.01451547,0.13328441,I-SE,I-SE,0.52591398,0.50397379,0.50184261,0.17177708
10,2092621,CAREERS,0.07543615,0.09049722,0.05802374,0.01120416,0.09049722,I-MM,I-MM,0.42962489,0.41048247,0.38734719,0.1316797
11,2092621,DIRECTIONS,0.04936123,0.03929366,0.05874665,0.02174232,0.05874665,I-SE,I-SE,0.20389651,0.21252532,0.21962838,0.163891
12,2092621,SCIENCE,0.07708895,0.0978327,0.05647271,0.01062669,0.0978327,I-MM,I-MM,0.46891216,0.48214407,0.46715771,0.26153885
13,2105032,POP_CULTURE,0.13014734,0.11308022,0.10112378,0.01962482,0.13014734,I-MF,I-MF,0.62355256,0.62154177,0.60377797,0.2788571
14,2105032,THEATER,0.12266008,0.09829254,0.07739829,0.02105266,0.12266008,I-MF,I-MF,0.54311674,0.54142373,0.51853492,0.31274587
15,2105032,TRAVEL,0.14065876,0.12295783,0.11419519,0.02007259,0.14065876,I-MF,I-MF,0.63343696,0.60961184,0.59194685,0.22775674
16,2108940,POP_CULTURE,0.19374755,0.16816552,0.13429291,0.02638146,0.19374755,I-MF,I-MF,0.70841513,0.7008745,0.69619492,0.32277003
17,2108940,THEATER,0.16063006,0.11865258,0.09819804,0.01718304,0.16063006,I-MF,I-MF,0.71694684,0.71184905,0.70633101,0.31743367
18,2108940,TRAVEL,0.16600126,0.1394304,0.12600242,0.02581352,0.16600126,I-MF,I-MF,0.61113569,0.5856921,0.55855132,0.20736003
19,2108946,POP_CULTURE,0.21633341,0.1687831,0.14175848,0.02345998,0.21633341,I-MF,I-MF,0.68929406,0.67374384,0.65622295,0.33586499
20,2108946,THEATER,0.19466663,0.15023214,0.11524305,0.02333684,0.19466663,I-MF,I-MF,0.74673928,0.73313792,0.71122385,0.32184527
21,2108946,TRAVEL,0.23175083,0.17698843,0.15250624,0.03267136,0.23175083,I-MF,I-MF,0.79007352,0.75767367,0.7272084,0.28512326
22,2142721,ANIMALS,0.09069371,0.07670416,0.05225424,0.01312604,0.09069371,I-MF,I-MF,0.46048846,0.45508054,0.45136362,0.206512
23,2142721,COMMUNICATIONS,0.12100109,0.1016732,0.08427152,0.02109942,0.12100109,I-MF,I-MF,0.69370118,0.68764933,0.67421729,0.25596941
24,2142721,POP_CULTURE,0.08845605,0.07046252,0.06149151,0.01358971,0.08845605,I-MF,I-MF,0.51758241,0.52780811,0.53213391,0.26591735
25,2149534,ANIMALS,0.06974295,0.08605533,0.10607266,0.01935384,0.10607266,I-SE,I-SE,0.34606182,0.36290034,0.37200929,0.15713412
26,2149534,COMMUNICATIONS,0.04062059,0.04513945,0.06762072,0.01185181,0.06762072,I-SE,I-SE,0.35278139,0.355426,0.36837691,0.14472055
27,2149534,POP_CULTURE,0.04993814,0.05603312,0.09912005,0.02344889,0.09912005,I-SE,I-SE,0.21568354,0.22865315,0.24765803,0.20343503
28,2164708,POP_CULTURE,0.09533389,0.10507602,0.0687978,0.02070168,0.10507602,I-MM,I-MM,0.32612422,0.3405245,0.32807454,0.13729151
29,2164708,THEATER,0.09444118,0.11048191,0.08583061,0.01327832,0.11048191,I-MM,I-MM,0.37731175,0.38905556,0.37722392,0.14531108
30,2164708,TRAVEL,0.10113872,0.11124913,0.07505572,0.01867229,0.11124913,I-MM,I-MM,0.50978628,0.49302431,0.48064581,0.19102789
31,2166512,POP_CULTURE,0.10360871,0.12249338,0.09158347,0.02016829,0.12249338,I-MM,I-MM,0.52074545,0.52977131,0.5207894,0.22926873
32,2166512,THEATER,0.08549322,0.0996305,0.08450235,0.00878583,0.0996305,I-MM,I-MM,0.51040383,0.51026627,0.50864377,0.19372599
33,2166512,TRAVEL,0.09470845,0.12049159,0.09529644,0.01318679,0.12049159,I-MM,I-MM,0.55794474,0.57219995,0.5673042,0.23015558
34,2179251,POP_CULTURE,0.12241428,0.091425,0.07075278,0.01025753,0.12241428,I-MF,I-MF,0.52225823,0.51791601,0.5014733,0.24545895
35,2179251,THEATER,0.13435139,0.09182761,0.07344355,0.01195304,0.13435139,I-MF,I-MF,0.50005375,0.48055136,0.45881002,0.24065934
36,2179251,TRAVEL,0.13118324,0.10410043,0.08879004,0.01447911,0.13118324,I-MF,I-MF,0.46637906,0.45196137,0.44040358,0.17519564
37,2185352,POP_CULTURE,0.07344685,0.0782234,0.10980064,0.01490799,0.10980064,I-SE,I-SE,0.24842329,0.25013864,0.27096289,0.11540345
38,2185352,THEATER,0.05888571,0.06222175,0.0894668,0.01094603,0.0894668,I-SE,I-SE,0.28134104,0.28955049,0.31103872,0.21491998
39,2185352,TRAVEL,0.06042502,0.0607756,0.08923931,0.01322121,0.08923931,I-SE,I-SE,0.27815648,0.27381013,0.28301362,0.12826084
40,2188317,ANIMALS,0.13711132,0.18161856,0.11196273,0.02026079,0.18161856,I-MM,I-MM,0.51327867,0.52089456,0.47564821,0.18350102
41,2188317,COMMUNICATIONS,0.18426913,0.17854898,0.16757523,0.0338301,0.18426913,I-MF,I-MF,0.68323349,0.70143766,0.70181069,0.38762771
42,2188317,DIRECTIONS,0.13231894,0.1838161,0.12892345,0.02495555,0.1838161,I-MM,I-MM,0.65808843,0.67090131,0.66458243,0.39512221
43,2189330,ANIMALS,0.12053308,0.09685684,0.07580283,0.01111793,0.12053308,I-MF,I-MF,0.64015555,0.63163565,0.60657104,0.23562217
44,2189330,COMMUNICATIONS,0.14410088,0.11517526,0.10456873,0.01478435,0.14410088,I-MF,I-MF,0.63212353,0.61806736,0.60776484,0.26482047
45,2189330,DIRECTIONS,0.10051269,0.08291567,0.07255137,0.0084713,0.10051269,I-MF,I-MF,0.68099059,0.65582793,0.63916167,0.24803071
46,2203013,POP_CULTURE,0.13567952,0.10823128,0.09757463,0.02846507,0.13567952,I-MF,I-MF,0.55235417,0.55024272,0.54606745,0.27697442
47,2203013,THEATER,0.14979756,0.11962885,0.11211035,0.01696656,0.14979756,I-MF,I-MF,0.72454869,0.72675494,0.72474589,0.3175715
48,2203013,TRAVEL,0.1657808,0.14783416,0.14115551,0.03036497,0.1657808,I-MF,I-MF,0.69349587,0.69603954,0.68547949,0.34136008
49,2270087,POP_CULTURE,0.08803714,0.09026807,0.12996396,0.01609128,0.12996396,I-SE,I-SE,0.51587355,0.53075952,0.54186456,0.23568017
50,2270087,THEATER,0.05385714,0.0520359,0.11817344,0.01877039,0.11817344,I-SE,I-SE,0.37208669,0.39271153,0.41509497,0.43035053
51,2270087,TRAVEL,0.06344126,0.06150537,0.08928989,0.01025825,0.08928989,I-SE,I-SE,0.34893689,0.3447311,0.34534264,0.2216351
52,2278811,ANIMALS,0.04942843,0.05397023,0.06626884,0.00935709,0.06626884,I-SE,I-SE,0.31215403,0.3046074,0.28533235,0.10351396
53,2278811,COMMUNICATIONS,0.07134542,0.06362237,0.10648405,0.01338441,0.10648405,I-SE,I-SE,0.53348472,0.53398375,0.52135739,0.23134012
54,2278811,POP_CULTURE,0.02070679,0.0165657,0.04849103,0.00235595,0.04849103,I-SE,I-SE,0.26817674,0.28526036,0.29095806,0.20761536
55,2285639,ANIMALS,0.17776041,0.12364484,0.08727957,0.01548748,0.17776041,I-MF,I-MF,0.59794298,0.58108828,0.55839788,0.28390191
56,2285639,COMMUNICATIONS,0.17603363,0.13053706,0.10263102,0.01668429,0.17603363,I-MF,I-MF,0.73314977,0.71137576,0.68091114,0.32084196
57,2285639,POP_CULTURE,0.18759125,0.14156523,0.09773911,0.0195747,0.18759125,I-MF,I-MF,0.65460195,0.6444382,0.61554177,0.32179009
58,2343449,POP_CULTURE,0.14214173,0.09991368,0.0813938,0.01512183,0.14214173,I-MF,I-MF,0.59436328,0.59549474,0.59330104,0.34840138
59,2343449,THEATER,0.17718668,0.13582378,0.11756167,0.02662988,0.17718668,I-MF,I-MF,0.76547987,0.75124554,0.73556727,0.31693269
60,2343449,TRAVEL,0.1475161,0.11171095,0.09182302,0.01576633,0.1475161,I-MF,I-MF,0.71173763,0.69939286,0.68134337,0.25498518
61,2384746,POP_CULTURE,0.04981268,0.04787846,0.08003149,0.01730762,0.08003149,I-SE,I-SE,0.25908451,0.2701853,0.28335967,0.13313826
62,2384746,THEATER,0.07952431,0.0791014,0.11929456,0.010958,0.11929456,I-SE,I-SE,0.5081522,0.50008238,0.49871243,0.18876434
63,2384746,TRAVEL,0.07312341,0.06891854,0.10130204,0.00929479,0.10130204,I-SE,I-SE,0.38687612,0.37526913,0.37601741,0.1287639
64,2389359,ANIMALS,0.1609742,0.15779465,0.13509061,0.02174903,0.1609742,I-MF,I-MF,0.68202262,0.69144061,0.69804501,0.26998876
65,2389359,COMMUNICATIONS,0.15109694,0.11962163,0.10107396,0.01662413,0.15109694,I-MF,I-MF,0.69430112,0.67328223,0.65346281,0.26044103
66,2389359,POP_CULTURE,0.14056802,0.13194549,0.10794164,0.02359025,0.14056802,I-MF,I-MF,0.71321362,0.7061161,0.70035194,0.28853641
67,2392918,ANIMALS,0.13971974,0.11995922,0.08808423,0.01957248,0.13971974,I-MF,I-MF,0.57153541,0.564338,0.56292171,0.25917167
68,2392918,COMMUNICATIONS,0.1133748,0.08377917,0.06174414,0.00953562,0.1133748,I-MF,I-MF,0.55232775,0.53602795,0.52086679,0.26639355
69,2392918,POP_CULTURE,0.07171766,0.08725207,0.04761607,0.01026167,0.08725207,I-MM,I-MM,0.49112474,0.48651699,0.47634348,0.20991508
70,2425634,ANIMALS,0,0,0,0.30885534,0.30885534,I-NE,I-NE,0.29303164,0.28304573,0.25900994,0.13053941
71,2425634,COMMUNICATIONS,0,0,0,0.30885534,0.30885534,I-NE,I-NE,0.29303164,0.28304573,0.25900994,0.13053941
72,2425634,POP_CULTURE,0,0,0,0.30885534,0.30885534,I-NE,I-NE,0.29303164,0.28304573,0.25900994,0.13053941
73,2428894,ANIMALS,0.06464182,0.07676755,0.09237549,0.01253362,0.09237549,I-SE,I-SE,0.37675623,0.40310154,0.41212916,0.1753301
74,2428894,COMMUNICATIONS,0.06769935,0.09497647,0.06748607,0.01392298,0.09497647,I-MM,I-MM,0.3693051,0.3797082,0.37752169,0.16079677
75,2428894,POP_CULTURE,0,0,0,0.30885534,0.30885534,I-NE,I-NE,0.29303164,0.28304573,0.25900994,0.13053941
76,2437496,POP_CULTURE,0.14919548,0.13311779,0.11407893,0.01914397,0.14919548,I-MF,I-MF,0.65615701,0.63493319,0.6081011,0.2359107
77,2437496,THEATER,0.14546549,0.11846186,0.09956311,0.0184355,0.14546549,I-MF,I-MF,0.62708571,0.6063555,0.58757536,0.23650407
78,2437496,TRAVEL,0.17309119,0.13334733,0.11267212,0.01684015,0.17309119,I-MF,I-MF,0.63116467,0.60379644,0.58449777,0.22355105
79,2454523,ANIMALS,0.10771906,0.1030298,0.07269161,0.01564163,0.10771906,I-MF,I-MF,0.51520184,0.50734955,0.49655456,0.21565671
80,2454523,COMMUNICATIONS,0.1167094,0.09209373,0.06894091,0.01086441,0.1167094,I-MF,I-MF,0.48788281,0.47280347,0.45816951,0.20617053
81,2454523,POP_CULTURE,0.09208864,0.07639865,0.05455278,0.00924197,0.09208864,I-MF,I-MF,0.5503168,0.53632681,0.52393906,0.22060482
82,2068037,ANIMALS,0.10066681,0.07702361,0.04302853,0.00695911,0.10066681,I-MF,I-MF,0.55037059,0.53652936,0.51256833,0.2204907
83,2068037,COMMUNICATIONS,0.08049663,0.05104013,0.04425651,0.00592572,0.08049663,I-MF,I-MF,0.57109645,0.55403306,0.54275318,0.2211489
84,2068037,DIRECTIONS,0.10327337,0.06987931,0.0568117,0.00836375,0.10327337,I-MF,I-MF,0.49255388,0.48362863,0.46803034,0.23973421
85,2087439,POP_CULTURE,0.14239529,0.09934382,0.07817293,0.01406346,0.14239529,I-MF,I-MF,0.63698036,0.62866478,0.61265069,0.28268321
86,2087439,THEATER,0.14214447,0.10027156,0.07347221,0.01386186,0.14214447,I-MF,I-MF,0.67259284,0.65697246,0.62745458,0.25736335
87,2087439,TRAVEL,0.24333205,0.16557684,0.11973745,0.02071343,0.24333205,I-MF,I-MF,0.79719353,0.76330841,0.73824578,0.27710433
88,2104864,POP_CULTURE,0.16687167,0.15659757,0.13546898,0.02638148,0.16687167,I-MF,I-MF,0.6698817,0.69052554,0.6919075,0.42761102
89,2104864,THEATER,0.11715068,0.10371366,0.08472968,0.01606841,0.11715068,I-MF,I-MF,0.59104793,0.59544492,0.6042368,0.35393293
90,2104864,TRAVEL,0.15629981,0.13857537,0.11723319,0.02063099,0.15629981,I-MF,I-MF,0.74925692,0.73601484,0.73849984,0.34663013
91,2104996,TRAVEL,0.19246253,0.15068875,0.11650556,0.02175715,0.19246253,I-MF,I-MF,0.70059798,0.67438133,0.65361016,0.24988398
92,2104996,POP_CULTURE,0.159065,0.10944054,0.08157524,0.01374595,0.159065,I-MF,I-MF,0.61275764,0.60658073,0.59158739,0.30032264
93,2104996,THEATER,0.15148695,0.11840365,0.09666536,0.01938269,0.15148695,I-MF,I-MF,0.60950472,0.60028018,0.58112745,0.27228407
94,2105329,POP_CULTURE,0.12786073,0.119568,0.09844265,0.02166463,0.12786073,I-MF,I-MF,0.61977537,0.61587989,0.60157029,0.26747481
95,2105329,THEATER,0.10571607,0.09731935,0.08677818,0.01576944,0.10571607,I-MF,I-MF,0.45642623,0.46935127,0.47623406,0.29696849
96,2105329,TRAVEL,0.17257674,0.18150737,0.16263714,0.03477243,0.18150737,I-MM,I-MF,0.58672982,0.59020184,0.57246408,0.2225033
97,2109547,POP_CULTURE,0.12181895,0.11820997,0.11265718,0.02289483,0.12181895,I-MF,I-MF,0.62222781,0.64003412,0.64788095,0.40629544
98,2109547,THEATER,0.12926093,0.11651986,0.11715881,0.01702966,0.12926093,I-MF,I-MF,0.57097872,0.57916352,0.579861,0.3727327
99,2109547,TRAVEL,0.10065991,0.12133394,0.08019862,0.01764929,0.12133394,I-MM,I-MM,0.47117749,0.48639228,0.46987759,0.17993144
100,2165316,ANIMALS,0.0587975,0.08221336,0.04096818,0.01081543,0.08221336,I-MM,I-MM,0.40636985,0.42533946,0.41110458,0.21693128
101,2165316,COMMUNICATIONS,0.05863066,0.08836702,0.05340095,0.00997208,0.08836702,I-MM,I-MM,0.39778,0.41159092,0.40267451,0.21683959
102,2165316,POP_CULTURE,0.08536084,0.1058843,0.06000322,0.01036834,0.1058843,I-MM,I-MM,0.55804205,0.56836747,0.55148471,0.23908603
103,2197567,POP_CULTURE,0.14,0.10445905,0.08531467,0.01401476,0.14,I-MF,I-MF,0.66166585,0.644742,0.63096964,0.26337493
104,2197567,THEATER,0.10588526,0.08506548,0.07200408,0.0119087,0.10588526,I-MF,I-MF,0.62223765,0.61240456,0.60952701,0.28025137
105,2197567,TRAVEL,0.17901597,0.14089597,0.12135186,0.02155378,0.17901597,I-MF,I-MF,0.64535106,0.62866957,0.63049048,0.31872508
106,2213249,POP_CULTURE,0.16966812,0.12439456,0.0982008,0.01739578,0.16966812,I-MF,I-MF,0.61982947,0.60305233,0.57940181,0.21981505
107,2213249,THEATER,0.15995416,0.11185272,0.09008779,0.01439145,0.15995416,I-MF,I-MF,0.733752,0.71917542,0.7074261,0.30981348
108,2213249,TRAVEL,0.15649838,0.10867147,0.08874961,0.01430759,0.15649838,I-MF,I-MF,0.55684894,0.5422036,0.53860506,0.24545904
109,2244534,ANIMALS,0.17601414,0.14532275,0.10469225,0.01723915,0.17601414,I-MF,I-MF,0.6968799,0.67040708,0.63541004,0.24234392
110,2244534,COMMUNICATIONS,0.0452042,0.04351913,0.05445338,0.02609318,0.05445338,I-SE,I-NE,0.0919709,0.11001732,0.13821564,0.17190615
111,2244534,DIRECTIONS,0.14196604,0.11394566,0.09554639,0.01082708,0.14196604,I-MF,I-MF,0.69312812,0.66857606,0.64809234,0.27320789
112,2284469,ANIMALS,0.06715936,0.04667201,0.05922997,0.0039982,0.06715936,I-MF,I-SE,0.26302667,0.25700783,0.2532991,0.0945645
113,2284469,COMMUNICATIONS,0.01482732,0.01532049,0.03783938,0.00257576,0.03783938,I-SE,I-SE,0.23046893,0.23302964,0.23818878,0.14951526
114,2284469,POP_CULTURE,0.02125144,0.01641916,0.02637828,0.00017997,0.02637828,I-SE,I-SE,0.25572796,0.2598487,0.26132305,0.10393488
115,2301521,ANIMALS,0.16338912,0.12860431,0.09329083,0.02055535,0.16338912,I-MF,I-MF,0.57874327,0.55703764,0.53604852,0.2644171
116,2301521,COMMUNICATIONS,0.14622398,0.10786905,0.08116696,0.01378033,0.14622398,I-MF,I-MF,0.47614114,0.46086004,0.44427418,0.24369597
117,2301521,POP_CULTURE,0.11633775,0.0926582,0.07588784,0.01443268,0.11633775,I-MF,I-MF,0.51348492,0.51325901,0.51037091,0.26608444
118,2322389,POP_CULTURE,0.17313271,0.14308635,0.12669166,0.02351511,0.17313271,I-MF,I-MF,0.7112717,0.70028663,0.6795061,0.27010535
119,2322389,THEATER,0.13877366,0.10971893,0.08311757,0.0224543,0.13877366,I-MF,I-MF,0.66477135,0.65586973,0.63795621,0.26891317
120,2322389,TRAVEL,0.1562156,0.12257548,0.10639762,0.01558848,0.1562156,I-MF,I-MF,0.69959695,0.68523537,0.67830483,0.25184553
121,2354709,POP_CULTURE,0.12003303,0.08615237,0.06615916,0.01160707,0.12003303,I-MF,I-MF,0.48640029,0.48319086,0.4721101,0.26623962
122,2354709,THEATER,0.15010101,0.11759395,0.09854437,0.01783268,0.15010101,I-MF,I-MF,0.60181163,0.58594403,0.5711185,0.25320742
123,2354709,TRAVEL,0.12784299,0.10979697,0.0996872,0.01628376,0.12784299,I-MF,I-MF,0.48052667,0.46803263,0.46893674,0.18613964
124,2379942,POP_CULTURE,0.09358342,0.12081376,0.0827544,0.01841645,0.12081376,I-MM,I-MM,0.52110922,0.53305525,0.5236659,0.23218456
125,2379942,THEATER,0.08631574,0.11444259,0.09209848,0.01698308,0.11444259,I-MM,I-MM,0.53861604,0.55866133,0.55919057,0.30242028
126,2379942,TRAVEL,0.0729977,0.09545768,0.05812173,0.01137188,0.09545768,I-MM,I-MM,0.49601471,0.50310237,0.5024812,0.22907477
127,2401078,CAREERS,0.04184203,0.03256061,0.05830525,0.00275219,0.05830525,I-SE,I-SE,0.35045014,0.35268839,0.35487644,0.17853221
128,2401078,DIRECTIONS,0.07278078,0.06883984,0.09470291,0.0086328,0.09470291,I-SE,I-SE,0.27534799,0.27330352,0.27483668,0.14000473
129,2401078,SCIENCE,0.09119793,0.09206208,0.1117275,0.01453112,0.1117275,I-SE,I-SE,0.37307876,0.36231778,0.3633802,0.14317591
130,2404015,CAREERS,0.15686805,0.12136292,0.10673801,0.01726921,0.15686805,I-MF,I-MF,0.70440144,0.69839852,0.68718001,0.3061264
131,2404015,DIRECTIONS,0.13397443,0.12148819,0.10061451,0.0192306,0.13397443,I-MF,I-MF,0.63466079,0.63531453,0.6288431,0.35886415
132,2404015,SCIENCE,0.20750364,0.17749228,0.13924387,0.02101832,0.20750364,I-MF,I-MF,0.77394158,0.75490374,0.74214428,0.2996477
133,2404043,SCIENCE,0.17205951,0.15080829,0.13249159,0.0198368,0.17205951,I-MF,I-MF,0.71665658,0.7143816,0.708216,0.29338223
134,2404043,CAREERS,0.21763859,0.18172207,0.166188,0.03047048,0.21763859,I-MF,I-MF,0.78505578,0.77853392,0.76916636,0.36916103
135,2404043,DIRECTIONS,0.13171138,0.10979385,0.10598162,0.01773627,0.13171138,I-MF,I-MF,0.6976197,0.68662263,0.67438494,0.28752462
136,2415872,ANIMALS,0.13118198,0.11274426,0.11303422,0.0211073,0.13118198,I-MF,I-MF,0.57583386,0.58171444,0.57631791,0.3056906
137,2415872,COMMUNICATIONS,0.1275211,0.10246687,0.08676984,0.0126782,0.1275211,I-MF,I-MF,0.68271539,0.67277684,0.65952642,0.29780699
138,2415872,POP_CULTURE,0.13346681,0.11172217,0.09484631,0.01479157,0.13346681,I-MF,I-MF,0.70576032,0.67843406,0.6665281,0.28666987
139,2442644,ANIMALS,0.15154476,0.1303573,0.11959944,0.02841642,0.15154476,I-MF,I-MF,0.69061133,0.6959731,0.69406212,0.33316273
140,2442644,COMMUNICATIONS,0.1475505,0.1240584,0.10145908,0.01751382,0.1475505,I-MF,I-MF,0.68698424,0.67686146,0.67381695,0.27477601
141,2442644,POP_CULTURE,0.14529776,0.12385182,0.09702513,0.02082516,0.14529776,I-MF,I-MF,0.66170497,0.66356613,0.66793114,0.31308545
142,2446979,POP_CULTURE,0.18202208,0.13100388,0.10013234,0.01958647,0.18202208,I-MF,I-MF,0.65164526,0.63030146,0.59378601,0.25221959
143,2446979,THEATER,0.15907199,0.10790233,0.08158197,0.01404246,0.15907199,I-MF,I-MF,0.69221758,0.6622569,0.63711905,0.30552318
144,2446979,TRAVEL,0.17652307,0.12943695,0.10205687,0.01982664,0.17652307,I-MF,I-MF,0.69703011,0.67389083,0.63892921,0.26637099
145,2073482,THEATER,0.11661187,0.09542887,0.09101085,0.02120832,0.11661187,I-MF,I-MF,0.62635613,0.62848674,0.62150216,0.31052138
146,2073482,TRAVEL,0.14483842,0.10249899,0.08590474,0.01284712,0.14483842,I-MF,I-MF,0.70075096,0.67968392,0.66081367,0.24674935
147,2073482,POP_CULTURE,0.14964925,0.11446927,0.10175826,0.01427957,0.14964925,I-MF,I-MF,0.66143355,0.64885898,0.6330817,0.27896755
148,2079793,POP_CULTURE,0.11532641,0.0855135,0.06509451,0.01200706,0.11532641,I-MF,I-MF,0.56497935,0.54792206,0.52748503,0.26009107
149,2079793,THEATER,0.12490265,0.08253985,0.05733124,0.01219838,0.12490265,I-MF,I-MF,0.55133622,0.53160642,0.50564687,0.24577945
150,2079793,TRAVEL,0.1396483,0.09190588,0.07158748,0.01315055,0.1396483,I-MF,I-MF,0.60702848,0.57637177,0.54443443,0.23713689
151,2089827,POP_CULTURE,0.14811648,0.12496755,0.09428142,0.02021456,0.14811648,I-MF,I-MF,0.5736346,0.55414353,0.53947282,0.21071222
152,2089827,ANIMALS,0.12461362,0.10064768,0.07168484,0.01648119,0.12461362,I-MF,I-MF,0.45950179,0.44610756,0.43024316,0.17857086
153,2089827,COMMUNICATIONS,0.11226885,0.09572342,0.08220532,0.0125028,0.11226885,I-MF,I-MF,0.545634,0.53778016,0.51500927,0.19035065
154,2104982,THEATER,0.16018247,0.14244309,0.13325402,0.02297622,0.16018247,I-MF,I-MF,0.71083638,0.71979398,0.72765083,0.36940876
155,2104982,TRAVEL,0.16289632,0.15195514,0.13215958,0.02012257,0.16289632,I-MF,I-MF,0.62531302,0.63575097,0.63950538,0.30439867
156,2104982,POP_CULTURE,0.12992163,0.11640776,0.11591096,0.02551708,0.12992163,I-MF,I-MF,0.63401762,0.66514406,0.68825584,0.60013863
157,2107220,POP_CULTURE,0.16903036,0.14052278,0.13424503,0.02284943,0.16903036,I-MF,I-MF,0.6543111,0.65656441,0.65903352,0.44738923
158,2107220,THEATER,0.12208709,0.09726136,0.0897553,0.02453768,0.12208709,I-MF,I-MF,0.55802718,0.56485319,0.57273393,0.37041259
159,2107220,TRAVEL,0.2001513,0.17452562,0.15831334,0.03356166,0.2001513,I-MF,I-MF,0.6547129,0.63963869,0.62357363,0.27270244
160,2138349,ANIMALS,0.15714723,0.21036068,0.11987618,0.02623392,0.21036068,I-MM,I-MM,0.67831495,0.68245299,0.65621083,0.28900289
161,2138349,COMMUNICATIONS,0.10911745,0.16132053,0.09739824,0.01790977,0.16132053,I-MM,I-MM,0.52181954,0.53157211,0.50885622,0.30185363
162,2138349,POP_CULTURE,0.21829515,0.28659094,0.17973854,0.03470493,0.28659094,I-MM,I-MM,0.79566568,0.80688339,0.77663033,0.39696546
163,2177778,ANIMALS,0.09490307,0.0717076,0.06139723,0.01602321,0.09490307,I-MF,I-MF,0.51507477,0.50528524,0.49124456,0.20349892
164,2177778,COMMUNICATIONS,0.09569027,0.07475156,0.05799475,0.00904195,0.09569027,I-MF,I-MF,0.49148871,0.46775911,0.45060612,0.16432461
165,2177778,POP_CULTURE,0.12838144,0.10421125,0.08272073,0.01494898,0.12838144,I-MF,I-MF,0.58329142,0.56510646,0.55182629,0.21330802
166,2178300,ANIMALS,0,0,0,0.30885534,0.30885534,I-NE,I-NE,0.29303164,0.28304573,0.25900994,0.13053941
167,2178300,COMMUNICATIONS,0,0,0,0.30885534,0.30885534,I-NE,I-NE,0.29303164,0.28304573,0.25900994,0.13053941
168,2178300,POP_CULTURE,0,0,0,0.30885534,0.30885534,I-NE,I-NE,0.29303164,0.28304573,0.25900994,0.13053941
169,2186102,POP_CULTURE,0.0269253,0.0393323,0.04350058,0.05191398,0.05191398,I-NE,I-NE,0.16828752,0.17436199,0.18233181,0.13509499
170,2186102,THEATER,0.02948189,0.03381648,0.03035995,0.03206879,0.03381648,I-MM,I-NE,0.12935487,0.12274019,0.11220926,0.04377775
171,2186102,TRAVEL,0,0,0.00586128,0.01901766,0.01901766,I-NE,I-NE,0.12115233,0.16271274,0.18958889,0.59065483
172,2201743,ANIMALS,0.19368888,0.16244689,0.11848464,0.01884099,0.19368888,I-MF,I-MF,0.74282666,0.74111887,0.72782931,0.35364429
173,2201743,COMMUNICATIONS,0.10650252,0.11415508,0.07167688,0.00990298,0.11415508,I-MM,I-MM,0.50547666,0.52025341,0.52850428,0.3067767
174,2201743,DIRECTIONS,0.16909075,0.20575841,0.13417575,0.02013489,0.20575841,I-MM,I-MM,0.73657031,0.72824308,0.70912831,0.36796497
175,2203029,POP_CULTURE,0.10122824,0.0850196,0.0727688,0.01163119,0.10122824,I-MF,I-MF,0.55094997,0.55663392,0.54638682,0.20448784
176,2203029,THEATER,0,0,0,0.30885534,0.30885534,I-NE,I-NE,0.29303164,0.28304573,0.25900994,0.13053941
177,2203029,TRAVEL,0.09242852,0.10299335,0.07247427,0.014288,0.10299335,I-MM,I-MM,0.49001743,0.47931667,0.47808478,0.18103095
178,2278074,POP_CULTURE,0.05797732,0.05997582,0.03649085,0.00285034,0.05997582,I-MM,I-MM,0.30531756,0.30050232,0.29517598,0.12910227
179,2278074,THEATER,0.08789731,0.08326409,0.10856711,0.01215028,0.10856711,I-SE,I-SE,0.43139501,0.4220651,0.41874571,0.19638956
180,2278074,TRAVEL,0.03746872,0.04076038,0.02044671,0.00315314,0.04076038,I-MM,I-MM,0.27230947,0.26649066,0.25110803,0.10598336
