distIMF,distIMM,distISE,distINE,distIMF-p4,distIMM-p4,distISE-p4,distINE-p4,label
0.051182491,0.048377937,0.037079362,0.020489396,0.436179057,0.423561508,0.420501776,0.324623209,I-MM
0.053457519,0.042731846,0.041244646,0.021132917,0.287313797,0.28587571,0.294688146,0.263692964,I-MF
0.036088982,0.040838849,0.044190392,0.025897148,0.279882272,0.290606952,0.290419255,0.227140555,I-SE
0.036088982,0.040838849,0.044190392,0.025897148,0.279882272,0.290606952,0.290419255,0.227140555,I-SE
0.053457519,0.042731846,0.041244646,0.021132917,0.287313797,0.28587571,0.294688146,0.263692964,I-MM
0.051182491,0.048377937,0.037079362,0.020489396,0.436179057,0.423561508,0.420501776,0.324623209,I-MM
0.13144842,0.120395913,0.109524616,0.062959953,0.489750063,0.475139747,0.45814574,0.321530839,I-MF
0.085935251,0.079668142,0.064939337,0.036209844,0.538945892,0.510812703,0.497774544,0.366047637,I-MM
0.060504597,0.069903746,0.070256934,0.037228771,0.346767931,0.354220377,0.357599026,0.294074919,I-MF
0.128967032,0.120158412,0.121870946,0.079755109,0.432789118,0.418125342,0.418548027,0.339978706,I-MF
0.132769475,0.117345844,0.114125344,0.07638219,0.573274302,0.536921166,0.528732638,0.396804146,I-MF
0.140475311,0.149299613,0.158677961,0.09304387,0.523775978,0.52739523,0.532961624,0.419858992,I-MF
0.034016583,0.030914368,0.033794905,0.046245108,0.299973963,0.300464129,0.309242304,0.273699769,I-NE
0.035265392,0.046098942,0.057939651,0.037594223,0.216239931,0.217442246,0.222598869,0.177619652,I-SE
0.061559528,0.070740873,0.082906523,0.045342225,0.494194581,0.485630919,0.47902751,0.334668706,I-SE
0.061559528,0.070740873,0.082906523,0.045342225,0.494194581,0.485630919,0.47902751,0.334668706,I-SE
0.035265392,0.046098942,0.057939651,0.037594223,0.216239931,0.217442246,0.222598869,0.177619652,I-SE
0.034016583,0.030914368,0.033794905,0.046245108,0.299973963,0.300464129,0.309242304,0.273699769,I-NE
0.106452938,0.094511454,0.091374151,0.059174468,0.546323005,0.524251911,0.516031696,0.385271719,I-MM
0.089544037,0.097605146,0.110124425,0.053299094,0.335610237,0.320990475,0.329077727,0.264882718,I-MM
0.059943313,0.055868421,0.059295684,0.033971583,0.453468678,0.438345905,0.444019154,0.368142045,I-SE
0.059943313,0.055868421,0.059295684,0.033971583,0.453468678,0.438345905,0.444019154,0.368142045,I-MM
0.089544037,0.097605146,0.110124425,0.053299094,0.335610237,0.320990475,0.329077727,0.264882718,I-SE
0.106452938,0.094511454,0.091374151,0.059174468,0.546323005,0.524251911,0.516031696,0.385271719,I-MF
0.083185731,0.068418504,0.05901209,0.035295457,0.576404331,0.548531959,0.542560876,0.409652365,I-MF
0.075066182,0.075481151,0.067401015,0.045161342,0.576341644,0.542745524,0.535495918,0.380135869,I-MM
0.100791335,0.107450095,0.128697389,0.073885903,0.380073852,0.385626944,0.392818989,0.311249223,I-SE
0.100791335,0.107450095,0.128697389,0.073885903,0.380073852,0.385626944,0.392818989,0.311249223,I-SE
0.075066182,0.075481151,0.067401015,0.045161342,0.576341644,0.542745524,0.535495918,0.380135869,I-MM
0.083185731,0.068418504,0.05901209,0.035295457,0.576404331,0.548531959,0.542560876,0.409652365,I-MM
0.097789995,0.111552323,0.097621818,0.05442426,0.248308811,0.239762851,0.234207838,0.168445649,I-MM
0.113730096,0.099874181,0.095696455,0.060266579,0.352641792,0.333383277,0.328767495,0.244447685,I-MF
0.077796383,0.073184995,0.070732099,0.042777155,0.397405696,0.36397799,0.358204295,0.278991504,I-MM
0.077796383,0.073184995,0.070732099,0.042777155,0.397405696,0.36397799,0.358204295,0.278991504,I-SE
0.113730096,0.099874181,0.095696455,0.060266579,0.352641792,0.333383277,0.328767495,0.244447685,I-MF
0.097789995,0.111552323,0.097621818,0.05442426,0.248308811,0.239762851,0.234207838,0.168445649,I-SE
0.013228105,0.018343316,0.026609503,0.021133714,0.096564811,0.105868819,0.107817983,0.088608799,I-SE
0.006896842,0.008395002,0.010250954,0.014804541,0.151713493,0.153489595,0.161912516,0.173216779,I-NE
0.026452804,0.026216684,0.029355524,0.030115905,0.127450093,0.12632803,0.126079735,0.088162491,I-NE
0.026452804,0.026216684,0.029355524,0.030115905,0.127450093,0.12632803,0.126079735,0.088162491,I-NE
0.006896842,0.008395002,0.010250954,0.014804541,0.151713493,0.153489595,0.161912516,0.173216779,I-NE
0.013228105,0.018343316,0.026609503,0.021133714,0.096564811,0.105868819,0.107817983,0.088608799,I-SE
0.032777211,0.036191474,0.034382567,0.021588084,0.246263077,0.237458087,0.242081265,0.183604752,I-MM
0,0,0,0.002043241,0.390551518,0.388910387,0.400501783,0.334717022,I-NE
0,0,0,0.002043241,0.28471545,0.274534315,0.266877895,0.189957142,I-NE
0,0,0,0.002043241,0.28471545,0.274534315,0.266877895,0.189957142,I-NE
0,0,0,0.002043241,0.390551518,0.388910387,0.400501783,0.334717022,I-NE
0.032777211,0.036191474,0.034382567,0.021588084,0.246263077,0.237458087,0.242081265,0.183604752,I-SE
0.138688824,0.118601022,0.092429701,0.046394806,0.592444783,0.553143963,0.533979476,0.374313607,I-MF
0.131091599,0.098338392,0.087356452,0.04882576,0.565605061,0.543548995,0.540562008,0.419264038,I-MF
0.108334969,0.082538906,0.076283066,0.041279283,0.485576493,0.471659714,0.462837291,0.333974736,I-MF
0.108334969,0.082538906,0.076283066,0.041279283,0.485576493,0.471659714,0.462837291,0.333974736,I-MF
0.131091599,0.098338392,0.087356452,0.04882576,0.565605061,0.543548995,0.540562008,0.419264038,I-MF
0.138688824,0.118601022,0.092429701,0.046394806,0.592444783,0.553143963,0.533979476,0.374313607,I-MF
0.106676464,0.109009681,0.104618351,0.061333337,0.580765107,0.586169754,0.574432171,0.429065727,I-MF
0.058249332,0.070179379,0.062461125,0.029449098,0.351534753,0.379576963,0.37925643,0.288327513,I-MF
0.070325113,0.07502905,0.065728219,0.0528974,0.473730033,0.503046018,0.505752463,0.469603952,I-MF
0.253097324,0.256366844,0.217366497,0.123360241,0.765835673,0.736492467,0.709212456,0.517654913,I-MF
0.217026694,0.174315904,0.159760364,0.091142113,0.769846839,0.725943921,0.713656591,0.543244779,I-MF
0.143283655,0.130426451,0.127459444,0.073162675,0.700218238,0.679582673,0.676187865,0.522022114,I-MF
0.076061168,0.095091278,0.094034194,0.06334452,0.460307531,0.482577787,0.47102171,0.332739541,I-MM
0.078819892,0.107756513,0.106402868,0.06710713,0.4091516,0.449894112,0.444210484,0.31725357,I-MM
0.059172433,0.078942335,0.082439955,0.040497292,0.247609213,0.262442985,0.259276986,0.181540031,I-MM
0.059172433,0.078942335,0.082439955,0.040497292,0.247609213,0.262442985,0.259276986,0.181540031,I-MM
0.078819892,0.107756513,0.106402868,0.06710713,0.4091516,0.449894112,0.444210484,0.31725357,I-MM
0.076061168,0.095091278,0.094034194,0.06334452,0.460307531,0.482577787,0.47102171,0.332739541,I-MM
0.049820313,0.05487675,0.066847456,0.059041424,0.25373899,0.260389173,0.262726422,0.18543427,I-SE
0.067863294,0.084282175,0.07396118,0.047883683,0.32800353,0.339105403,0.345491454,0.258976408,I-SE
0.043481882,0.035321066,0.03090089,0.023175361,0.114552613,0.125155997,0.127086298,0.107677123,I-NE
0.043481882,0.035321066,0.03090089,0.023175361,0.114552613,0.125155997,0.127086298,0.107677123,I-NE
0.067863294,0.084282175,0.07396118,0.047883683,0.32800353,0.339105403,0.345491454,0.258976408,I-NE
0.049820313,0.05487675,0.066847456,0.059041424,0.25373899,0.260389173,0.262726422,0.18543427,I-SE
0.090669401,0.079715564,0.082611353,0.050687287,0.525872115,0.501017094,0.501280987,0.404738527,I-MF
0.07365084,0.057668663,0.055203172,0.033080035,0.486701411,0.473852325,0.468670007,0.368977317,I-MF
0.070506305,0.050272281,0.049211864,0.03690658,0.300120388,0.28366756,0.281923239,0.211879464,I-SE
0.070506305,0.050272281,0.049211864,0.03690658,0.300120388,0.28366756,0.281923239,0.211879464,I-NE
0.07365084,0.057668663,0.055203172,0.033080035,0.486701411,0.473852325,0.468670007,0.368977317,I-MF
0.090669401,0.079715564,0.082611353,0.050687287,0.525872115,0.501017094,0.501280987,0.404738527,I-MF
0.100711159,0.120423292,0.107555175,0.058978255,0.454013313,0.452449175,0.444674842,0.318843926,I-MF
0.089109421,0.087068141,0.086395222,0.056195078,0.493871288,0.509734579,0.504892548,0.36807202,I-MF
0.091809572,0.092445422,0.089872823,0.051796519,0.515649034,0.517824439,0.502156335,0.352135604,I-MF
0.124622846,0.097476245,0.089572111,0.057023074,0.671827775,0.645949487,0.625767415,0.453400157,I-MF
0.132380581,0.138516238,0.108484918,0.057752351,0.631105358,0.621616753,0.602235387,0.449390762,I-MF
0.088154608,0.079501006,0.074069528,0.039698811,0.547397781,0.546866228,0.543665042,0.418070879,I-MF
0.088154608,0.079501006,0.074069528,0.039698811,0.547397781,0.546866228,0.543665042,0.418070879,I-MF
0.132380581,0.138516238,0.108484918,0.057752351,0.631105358,0.621616753,0.602235387,0.449390762,I-MF
0.124622846,0.097476245,0.089572111,0.057023074,0.671827775,0.645949487,0.625767415,0.453400157,I-MF
0.145917613,0.169464331,0.132950826,0.06881539,0.548906017,0.531698166,0.509205382,0.358010498,I-MF
0.093885776,0.096110141,0.081530348,0.046257302,0.333721878,0.3346038,0.324354893,0.226461779,I-MM
0.067010501,0.07151305,0.063861099,0.030924645,0.398723904,0.414145577,0.406734284,0.289584068,I-MF
0.067010501,0.07151305,0.063861099,0.030924645,0.398723904,0.414145577,0.406734284,0.289584068,I-MF
0.093885776,0.096110141,0.081530348,0.046257302,0.333721878,0.3346038,0.324354893,0.226461779,I-MM
0.145917613,0.169464331,0.132950826,0.06881539,0.548906017,0.531698166,0.509205382,0.358010498,I-MF
0.111381111,0.099206072,0.082085915,0.045576749,0.551201689,0.517479042,0.506254724,0.376984,I-MF
0.11025899,0.108663755,0.104691012,0.065611929,0.524059939,0.50203448,0.485611783,0.337719077,I-MF
0.096005787,0.091878532,0.093177894,0.054862051,0.538351522,0.537032038,0.535072272,0.415257616,I-MF
0.096005787,0.091878532,0.093177894,0.054862051,0.538351522,0.537032038,0.535072272,0.415257616,I-MF
0.11025899,0.108663755,0.104691012,0.065611929,0.524059939,0.50203448,0.485611783,0.337719077,I-MF
0.111381111,0.099206072,0.082085915,0.045576749,0.551201689,0.517479042,0.506254724,0.376984,I-MF
0.12200696,0.141089725,0.155129812,0.104800286,0.519523205,0.535832128,0.549705265,0.448869669,I-SE
0.065322419,0.083462731,0.108945701,0.07212198,0.334496782,0.359593626,0.376044898,0.361721646,I-SE
0.067802628,0.096121056,0.118328098,0.076650812,0.303685674,0.33626808,0.363213182,0.383181234,I-MM
0.067802628,0.096121056,0.118328098,0.076650812,0.303685674,0.33626808,0.363213182,0.383181234,I-SE
0.065322419,0.083462731,0.108945701,0.07212198,0.334496782,0.359593626,0.376044898,0.361721646,I-SE
0.12200696,0.141089725,0.155129812,0.104800286,0.519523205,0.535832128,0.549705265,0.448869669,I-MF
0.082527726,0.107693092,0.087799122,0.046844622,0.204923692,0.219153839,0.218991073,0.165658092,I-MM
0.068544062,0.08236135,0.087612267,0.049062279,0.251005212,0.262255059,0.266857991,0.220620792,I-SE
0.092792054,0.116317598,0.130451356,0.067889995,0.280087453,0.305803534,0.312324406,0.222573801,I-SE
0.092792054,0.116317598,0.130451356,0.067889995,0.280087453,0.305803534,0.312324406,0.222573801,I-SE
0.068544062,0.08236135,0.087612267,0.049062279,0.251005212,0.262255059,0.266857991,0.220620792,I-SE
0.082527726,0.107693092,0.087799122,0.046844622,0.204923692,0.219153839,0.218991073,0.165658092,I-SE
0.117929678,0.127717737,0.111785917,0.062894727,0.45767905,0.481377425,0.473818017,0.381504706,I-MF
0.08591717,0.099484191,0.08920415,0.052780862,0.439279589,0.440506177,0.42111336,0.286654803,I-MM
0.08591717,0.099484191,0.08920415,0.052780862,0.439279589,0.440506177,0.42111336,0.286654803,I-MM
0.117929678,0.127717737,0.111785917,0.062894727,0.45767905,0.481377425,0.473818017,0.381504706,I-MM
0.145653308,0.149701364,0.12786035,0.072050087,0.643989314,0.621431263,0.602502038,0.426274381,I-MF
0.127420336,0.125529939,0.115136872,0.066626307,0.55642566,0.56173439,0.554163687,0.413038008,I-MF
0.134000765,0.144654421,0.137332331,0.079445059,0.649215002,0.657909832,0.646240029,0.475236891,I-MF
0.134000765,0.144654421,0.137332331,0.079445059,0.649215002,0.657909832,0.646240029,0.475236891,I-MF
0.127420336,0.125529939,0.115136872,0.066626307,0.55642566,0.56173439,0.554163687,0.413038008,I-MF
0.145653308,0.149701364,0.12786035,0.072050087,0.643989314,0.621431263,0.602502038,0.426274381,I-MF
0.046218938,0.050897842,0.054103413,0.029000653,0.176948102,0.166646039,0.164108853,0.113721404,I-SE
0.050088745,0.044965203,0.03474148,0.015900327,0.421837529,0.398780025,0.385830115,0.245630006,I-MM
0.099309677,0.121003084,0.091458699,0.045030992,0.3145037,0.307819983,0.289712421,0.198815495,I-SE
0.099309677,0.121003084,0.091458699,0.045030992,0.3145037,0.307819983,0.289712421,0.198815495,I-SE
0.050088745,0.044965203,0.03474148,0.015900327,0.421837529,0.398780025,0.385830115,0.245630006,I-MM
0.046218938,0.050897842,0.054103413,0.029000653,0.176948102,0.166646039,0.164108853,0.113721404,I-SE
0.191966488,0.164712858,0.154953527,0.092204298,0.727656341,0.709201418,0.704025598,0.55960409,I-MF
0.148410328,0.114110951,0.104416213,0.058587446,0.672448694,0.646674324,0.63395098,0.465602944,I-MF
0.123051121,0.115877561,0.100004294,0.059772104,0.640782241,0.637578988,0.621845687,0.464157153,I-MF
0.123051121,0.115877561,0.100004294,0.059772104,0.640782241,0.637578988,0.621845687,0.464157153,I-MF
0.148410328,0.114110951,0.104416213,0.058587446,0.672448694,0.646674324,0.63395098,0.465602944,I-MF
0.191966488,0.164712858,0.154953527,0.092204298,0.727656341,0.709201418,0.704025598,0.55960409,I-MF
0.055501961,0.058537858,0.043270651,0.027456743,0.221941377,0.218215845,0.224942811,0.183102156,I-MM
0.065221681,0.073335031,0.071692442,0.041835411,0.403991977,0.390142273,0.373433698,0.248148883,I-MM
0.061444363,0.072043589,0.070818706,0.029804056,0.330318554,0.350117149,0.333357081,0.213453562,I-MM
0.061444363,0.072043589,0.070818706,0.029804056,0.330318554,0.350117149,0.333357081,0.213453562,I-MM
0.065221681,0.073335031,0.071692442,0.041835411,0.403991977,0.390142273,0.373433698,0.248148883,I-MM
0.055501961,0.058537858,0.043270651,0.027456743,0.221941377,0.218215845,0.224942811,0.183102156,I-MM
0.154620946,0.167234192,0.163178621,0.083334199,0.553494315,0.541809628,0.530556707,0.382486538,I-SE
0.140948938,0.166671034,0.141096522,0.067611694,0.52466809,0.516624309,0.509527923,0.391066057,I-SE
0.098282926,0.113983732,0.122073704,0.059810494,0.447751262,0.456527062,0.447557412,0.312636658,I-MM
0.098282926,0.113983732,0.122073704,0.059810494,0.447751262,0.456527062,0.447557412,0.312636658,I-SE
0.140948938,0.166671034,0.141096522,0.067611694,0.52466809,0.516624309,0.509527923,0.391066057,I-SE
0.154620946,0.167234192,0.163178621,0.083334199,0.553494315,0.541809628,0.530556707,0.382486538,I-SE
0.017815227,0.024505117,0.03152265,0.042705135,0.198103416,0.21572727,0.229583123,0.216286237,I-NE
0.068323229,0.075977449,0.06756611,0.036884666,0.313969201,0.308769456,0.300481391,0.219674632,I-MM
0.036096905,0.031737744,0.031500714,0.017021579,0.367542636,0.363694,0.358632632,0.233043057,I-SE
0.036096905,0.031737744,0.031500714,0.017021579,0.367542636,0.363694,0.358632632,0.233043057,I-SE
0.068323229,0.075977449,0.06756611,0.036884666,0.313969201,0.308769456,0.300481391,0.219674632,I-MM
0.017815227,0.024505117,0.03152265,0.042705135,0.198103416,0.21572727,0.229583123,0.216286237,I-NE
0.129744273,0.138099901,0.122333184,0.071364831,0.478822905,0.472243839,0.462003899,0.339765651,I-MF
0.14635148,0.133579675,0.118667139,0.067035651,0.63176909,0.622994917,0.603188218,0.418079932,I-MF
0.125176446,0.106869239,0.098557238,0.055553824,0.575188048,0.569552833,0.556142088,0.394575159,I-MF
0.125176446,0.106869239,0.098557238,0.055553824,0.575188048,0.569552833,0.556142088,0.394575159,I-MF
0.14635148,0.133579675,0.118667139,0.067035651,0.63176909,0.622994917,0.603188218,0.418079932,I-MF
0.129744273,0.138099901,0.122333184,0.071364831,0.478822905,0.472243839,0.462003899,0.339765651,I-MF
0.084663198,0.115800794,0.104376095,0.058723493,0.294003468,0.306865332,0.310365321,0.250364765,I-MM
0.107007119,0.126466369,0.122984155,0.076484085,0.423112572,0.421100324,0.409839246,0.282787107,I-MM
0.107823237,0.116920163,0.106460354,0.046102666,0.333050819,0.332727569,0.33223772,0.307815887,I-MM
0.107823237,0.116920163,0.106460354,0.046102666,0.333050819,0.332727569,0.33223772,0.307815887,I-MM
0.107007119,0.126466369,0.122984155,0.076484085,0.423112572,0.421100324,0.409839246,0.282787107,I-MM
0.084663198,0.115800794,0.104376095,0.058723493,0.294003468,0.306865332,0.310365321,0.250364765,I-MM
0.065941294,0.076620238,0.078491539,0.059472955,0.192450464,0.210437015,0.210481377,0.153842215,I-SE
0.065452408,0.071941059,0.064041147,0.022753531,0.20404013,0.217912536,0.22054557,0.159665453,I-SE
0.028015601,0.036125664,0.050819,0.101375425,0.207034126,0.231363216,0.249822682,0.3169449,I-SE
0.028015601,0.036125664,0.050819,0.101375425,0.207034126,0.231363216,0.249822682,0.3169449,I-SE
0.065452408,0.071941059,0.064041147,0.022753531,0.20404013,0.217912536,0.22054557,0.159665453,I-SE
0.065941294,0.076620238,0.078491539,0.059472955,0.192450464,0.210437015,0.210481377,0.153842215,I-SE
0.080455655,0.124028298,0.122969238,0.054499159,0.289361553,0.300555841,0.301212793,0.206550986,I-SE
0.039031952,0.043116237,0.049029982,0.030357427,0.265657515,0.283136474,0.273733908,0.187544142,I-SE
0.046949858,0.065354481,0.07696764,0.030039888,0.240698448,0.236654616,0.230632644,0.144663914,I-SE
0.046949858,0.065354481,0.07696764,0.030039888,0.240698448,0.236654616,0.230632644,0.144663914,I-SE
0.039031952,0.043116237,0.049029982,0.030357427,0.265657515,0.283136474,0.273733908,0.187544142,I-SE
0.080455655,0.124028298,0.122969238,0.054499159,0.289361553,0.300555841,0.301212793,0.206550986,I-SE
0.05789787,0.082623768,0.081414633,0.046324607,0.357708583,0.375046016,0.388274864,0.303101171,I-MM
0.053808724,0.073492538,0.079229322,0.050778004,0.350568891,0.370456971,0.382920474,0.31467045,I-NE
0.050634455,0.054200619,0.047564509,0.018201293,0.251951583,0.263498115,0.266201653,0.197100558,I-SE
0.050634455,0.054200619,0.047564509,0.018201293,0.251951583,0.263498115,0.266201653,0.197100558,I-SE
0.053808724,0.073492538,0.079229322,0.050778004,0.350568891,0.370456971,0.382920474,0.31467045,I-SE
0.05789787,0.082623768,0.081414633,0.046324607,0.357708583,0.375046016,0.388274864,0.303101171,I-MM
0.10558527,0.125098982,0.096597495,0.054602376,0.389747967,0.403804602,0.401908628,0.31881611,I-MM
0.081967415,0.100982375,0.095431388,0.057839868,0.419002133,0.445927834,0.457470897,0.384073312,I-MM
0.056954785,0.068697239,0.065176278,0.030924381,0.368400321,0.390888494,0.397412129,0.293516931,I-MM
0.056954785,0.068697239,0.065176278,0.030924381,0.368400321,0.390888494,0.397412129,0.293516931,I-MM
0.081967415,0.100982375,0.095431388,0.057839868,0.419002133,0.445927834,0.457470897,0.384073312,I-MM
0.10558527,0.125098982,0.096597495,0.054602376,0.389747967,0.403804602,0.401908628,0.31881611,I-MM
0.103099229,0.119108546,0.099098315,0.053915124,0.558663381,0.558046144,0.549994989,0.407962325,I-MF
0.111782797,0.119009342,0.112817718,0.062156885,0.504695874,0.524279363,0.527269295,0.486964837,I-MM
0.072223778,0.067870112,0.074792926,0.035782837,0.356720406,0.376860785,0.382489141,0.297748266,I-SE
0.072223778,0.067870112,0.074792926,0.035782837,0.356720406,0.376860785,0.382489141,0.297748266,I-SE
0.111782797,0.119009342,0.112817718,0.062156885,0.504695874,0.524279363,0.527269295,0.486964837,I-MM
0.103099229,0.119108546,0.099098315,0.053915124,0.558663381,0.558046144,0.549994989,0.407962325,I-MM
0.044312881,0.050184638,0.050228445,0.026494127,0.306285366,0.317409255,0.315876915,0.230369857,I-SE
0.014232213,0.025022757,0.032380815,0.023144136,0.066323891,0.088358871,0.106423214,0.19181093,I-SE
0.16717508,0.215972093,0.250563063,0.107376611,0.195627003,0.181427584,0.180616993,0.134347034,I-NE
0.16717508,0.215972093,0.250563063,0.107376611,0.195627003,0.181427584,0.180616993,0.134347034,I-NE
0.014232213,0.025022757,0.032380815,0.023144136,0.066323891,0.088358871,0.106423214,0.19181093,I-NE
0.044312881,0.050184638,0.050228445,0.026494127,0.306285366,0.317409255,0.315876915,0.230369857,I-MM
0.051964441,0.075669034,0.078289784,0.045320421,0.204032933,0.214629543,0.223280673,0.187356402,I-MM
0.090286687,0.119624178,0.120671879,0.074345713,0.337081373,0.366494579,0.36071586,0.263317548,I-MM
0.056389849,0.064286533,0.059157481,0.029618822,0.420533665,0.446105002,0.45910757,0.437759322,I-MM
0.056389849,0.064286533,0.059157481,0.029618822,0.420533665,0.446105002,0.45910757,0.437759322,I-MM
0.090286687,0.119624178,0.120671879,0.074345713,0.337081373,0.366494579,0.36071586,0.263317548,I-MM
0.051964441,0.075669034,0.078289784,0.045320421,0.204032933,0.214629543,0.223280673,0.187356402,I-MM
0.068111018,0.078231246,0.086949112,0.050449831,0.17040497,0.181056937,0.193739862,0.220366467,I-SE
0.050047381,0.062273326,0.065991943,0.029347603,0.210166073,0.235675092,0.243027183,0.182836373,I-SE
0.070092026,0.091565735,0.090554629,0.04904293,0.362647403,0.375404364,0.354448471,0.241324951,I-SE
0.070092026,0.091565735,0.090554629,0.04904293,0.362647403,0.375404364,0.354448471,0.241324951,I-SE
0.050047381,0.062273326,0.065991943,0.029347603,0.210166073,0.235675092,0.243027183,0.182836373,I-SE
0.068111018,0.078231246,0.086949112,0.050449831,0.17040497,0.181056937,0.193739862,0.220366467,I-SE
0.059032217,0.072542466,0.067522814,0.055130757,0.316550394,0.324091794,0.345580211,0.510466282,I-NE
0.023107644,0.031919311,0.038118574,0.051011286,0.152297121,0.164634735,0.170577197,0.144576739,I-NE
0.015523061,0.021262091,0.028843993,0.083572991,0.193945422,0.223664934,0.259179454,0.462632234,I-NE
0.015523061,0.021262091,0.028843993,0.083572991,0.193945422,0.223664934,0.259179454,0.462632234,I-NE
0.023107644,0.031919311,0.038118574,0.051011286,0.152297121,0.164634735,0.170577197,0.144576739,I-NE
0.059032217,0.072542466,0.067522814,0.055130757,0.316550394,0.324091794,0.345580211,0.510466282,I-NE
0.094425793,0.128952716,0.125896135,0.070228067,0.351117754,0.386389607,0.38092887,0.283333624,I-SE
0.106846672,0.129202036,0.139618877,0.083877721,0.354540872,0.377729262,0.37906794,0.273357473,I-SE
0.048447331,0.064078075,0.077510682,0.046016872,0.314666132,0.3422916,0.358560113,0.310997478,I-SE
0.048447331,0.064078075,0.077510682,0.046016872,0.314666132,0.3422916,0.358560113,0.310997478,I-SE
0.106846672,0.129202036,0.139618877,0.083877721,0.354540872,0.377729262,0.37906794,0.273357473,I-SE
0.094425793,0.128952716,0.125896135,0.070228067,0.351117754,0.386389607,0.38092887,0.283333624,I-SE
0.109572851,0.135670177,0.135861305,0.075999037,0.318894012,0.338586087,0.332836118,0.232448175,I-MM
0.074303664,0.077056811,0.078565726,0.04842215,0.277581881,0.298918201,0.308239523,0.269930065,I-NE
0.138365808,0.167708391,0.131413045,0.069735751,0.475161103,0.454831306,0.44176654,0.312944449,I-MM
0.138365808,0.167708391,0.131413045,0.069735751,0.475161103,0.454831306,0.44176654,0.312944449,I-MM
0.074303664,0.077056811,0.078565726,0.04842215,0.277581881,0.298918201,0.308239523,0.269930065,I-SE
0.109572851,0.135670177,0.135861305,0.075999037,0.318894012,0.338586087,0.332836118,0.232448175,I-MM
0.109062301,0.114011598,0.103731461,0.063160165,0.574317543,0.557437936,0.552951739,0.42820974,I-MF
0.100623281,0.103973164,0.103723638,0.062825236,0.439607564,0.471363998,0.455967127,0.312700484,I-MF
0.105781786,0.134868072,0.141390417,0.075590497,0.485422887,0.494032787,0.495860069,0.370364777,I-MM
0.105781786,0.134868072,0.141390417,0.075590497,0.485422887,0.494032787,0.495860069,0.370364777,I-MM
0.100623281,0.103973164,0.103723638,0.062825236,0.439607564,0.471363998,0.455967127,0.312700484,I-MF
0.109062301,0.114011598,0.103731461,0.063160165,0.574317543,0.557437936,0.552951739,0.42820974,I-MF
0.098722063,0.083875694,0.067535565,0.036404136,0.377168145,0.360663723,0.352672818,0.251207658,I-MM
0.093321559,0.079396623,0.074218747,0.041761675,0.439230138,0.436833826,0.451197626,0.48760684,I-MF
0.059668079,0.056502452,0.040785905,0.018430038,0.433060679,0.395131915,0.377169336,0.261631187,I-MM
0.059668079,0.056502452,0.040785905,0.018430038,0.433060679,0.395131915,0.377169336,0.261631187,I-MM
0.093321559,0.079396623,0.074218747,0.041761675,0.439230138,0.436833826,0.451197626,0.48760684,I-MF
0.098722063,0.083875694,0.067535565,0.036404136,0.377168145,0.360663723,0.352672818,0.251207658,I-MM
0.131583091,0.169502587,0.140434557,0.080007124,0.561069958,0.567582817,0.552089658,0.397276127,I-MM
0.119362925,0.133440723,0.123774545,0.065854377,0.586116379,0.597104184,0.584149406,0.414977894,I-MM
0.072244396,0.09535998,0.09705354,0.053962331,0.478633524,0.510732653,0.509890049,0.383601385,I-MM
0.072244396,0.09535998,0.09705354,0.053962331,0.478633524,0.510732653,0.509890049,0.383601385,I-MM
0.119362925,0.133440723,0.123774545,0.065854377,0.586116379,0.597104184,0.584149406,0.414977894,I-SE
0.131583091,0.169502587,0.140434557,0.080007124,0.561069958,0.567582817,0.552089658,0.397276127,I-MM
0.091356741,0.069088186,0.063068955,0.030324311,0.548876988,0.530645597,0.527698725,0.379790107,I-MF
0.110540686,0.12869986,0.104490312,0.058539522,0.538762526,0.533941936,0.524769157,0.387607117,I-MF
0.123933238,0.103292172,0.095427482,0.057133868,0.54276834,0.522025809,0.510246664,0.360174543,I-MF
0.123933238,0.103292172,0.095427482,0.057133868,0.54276834,0.522025809,0.510246664,0.360174543,I-MF
0.110540686,0.12869986,0.104490312,0.058539522,0.538762526,0.533941936,0.524769157,0.387607117,I-MM
0.091356741,0.069088186,0.063068955,0.030324311,0.548876988,0.530645597,0.527698725,0.379790107,I-MF
0.086851306,0.109154327,0.097989502,0.059760317,0.407880664,0.424207975,0.419414171,0.334408473,I-MM
0.029970289,0.038178011,0.044533503,0.02918322,0.283114452,0.261027727,0.254406405,0.191063844,I-SE
0.074502859,0.076695577,0.090580916,0.05366733,0.281240505,0.275275133,0.276149846,0.195196506,I-SE
0.074502859,0.076695577,0.090580916,0.05366733,0.281240505,0.275275133,0.276149846,0.195196506,I-SE
0.029970289,0.038178011,0.044533503,0.02918322,0.283114452,0.261027727,0.254406405,0.191063844,I-SE
0.086851306,0.109154327,0.097989502,0.059760317,0.407880664,0.424207975,0.419414171,0.334408473,I-MM
0.085417198,0.106131878,0.086757449,0.052701289,0.350392781,0.377629636,0.385182995,0.330557547,I-MM
0.09171186,0.113512217,0.105493706,0.063687614,0.385761619,0.408571579,0.410636217,0.32846768,I-MM
0.033922784,0.041421812,0.033987463,0.015906792,0.293207132,0.320703441,0.319351681,0.259592235,I-MM
0.033922784,0.041421812,0.033987463,0.015906792,0.293207132,0.320703441,0.319351681,0.259592235,I-MM
0.09171186,0.113512217,0.105493706,0.063687614,0.385761619,0.408571579,0.410636217,0.32846768,I-MM
