distIMF,distIMM,distISE,distINE,distIMF-p4,distIMM-p4,distISE-p4,distINE-p4,label
0.040771232,0.050582984,0.068112514,0.048756027,0.254658947,0.272787316,0.291384781,0.280504659,I-SE
0.064735817,0.076903703,0.087203004,0.053079435,0.44259299,0.44987742,0.433227607,0.283406931,I-SE
0.049991552,0.060287239,0.065507429,0.028623123,0.222156497,0.235282405,0.24197858,0.182340178,I-MM
0.049991552,0.060287239,0.065507429,0.028623123,0.222156497,0.235282405,0.24197858,0.182340178,I-SE
0.064735817,0.076903703,0.087203004,0.053079435,0.44259299,0.44987742,0.433227607,0.283406931,I-SE
0.040771232,0.050582984,0.068112514,0.048756027,0.254658947,0.272787316,0.291384781,0.280504659,I-SE
0.051418645,0.068153716,0.072174745,0.045498331,0.237025301,0.262468666,0.263337238,0.181173499,I-SE
0.082382684,0.102613879,0.102721707,0.059508991,0.26308832,0.271094209,0.271208199,0.198082801,I-SE
0.024337838,0.030967697,0.030897646,0.010131321,0.177900193,0.187729366,0.193387676,0.16007613,I-MM
0.024337838,0.030967697,0.030897646,0.010131321,0.177900193,0.187729366,0.193387676,0.16007613,I-MM
0.082382684,0.102613879,0.102721707,0.059508991,0.26308832,0.271094209,0.271208199,0.198082801,I-SE
0.051418645,0.068153716,0.072174745,0.045498331,0.237025301,0.262468666,0.263337238,0.181173499,I-SE
0.115286898,0.128575651,0.112685554,0.062970247,0.550101311,0.550421454,0.550667423,0.444098634,I-MF
0.082560733,0.083510894,0.084697022,0.05124973,0.481356768,0.494954497,0.480423964,0.35354054,I-MF
0.087186187,0.106197479,0.097333013,0.055166146,0.403088936,0.433335929,0.43040052,0.339137577,I-MF
0.087186187,0.106197479,0.097333013,0.055166146,0.403088936,0.433335929,0.43040052,0.339137577,I-MF
0.082560733,0.083510894,0.084697022,0.05124973,0.481356768,0.494954497,0.480423964,0.35354054,I-MF
0.115286898,0.128575651,0.112685554,0.062970247,0.550101311,0.550421454,0.550667423,0.444098634,I-MF
0.137121549,0.153237044,0.120461994,0.067490004,0.593038621,0.572791374,0.553795962,0.387786595,I-MF
0.149609992,0.160945466,0.147256136,0.080375772,0.539384842,0.549731988,0.531236181,0.365918933,I-MF
0.155666606,0.156636653,0.157296885,0.073116993,0.512834342,0.510427031,0.508721823,0.388814168,I-MF
0.155666606,0.156636653,0.157296885,0.073116993,0.512834342,0.510427031,0.508721823,0.388814168,I-MF
0.149609992,0.160945466,0.147256136,0.080375772,0.539384842,0.549731988,0.531236181,0.365918933,I-MF
0.137121549,0.153237044,0.120461994,0.067490004,0.593038621,0.572791374,0.553795962,0.387786595,I-MF
0.075370901,0.100696318,0.086833247,0.04603035,0.273123881,0.292078555,0.293374984,0.217273425,I-MM
0.055457591,0.063062364,0.067570963,0.036676295,0.253455463,0.260646078,0.260817075,0.193147889,I-SE
0.053801966,0.060720782,0.069581381,0.033731329,0.320143913,0.336988872,0.346937392,0.257393226,I-SE
0.053801966,0.060720782,0.069581381,0.033731329,0.320143913,0.336988872,0.346937392,0.257393226,I-SE
0.055457591,0.063062364,0.067570963,0.036676295,0.253455463,0.260646078,0.260817075,0.193147889,I-SE
0.075370901,0.100696318,0.086833247,0.04603035,0.273123881,0.292078555,0.293374984,0.217273425,I-MM
0.142522103,0.154723454,0.139178727,0.083295339,0.730650817,0.738762803,0.713446979,0.516779934,I-MF
0.131561732,0.140271514,0.129567132,0.074009822,0.51301272,0.508120457,0.509136978,0.427527161,I-MF
0.067845877,0.068938663,0.059687256,0.032519049,0.491168739,0.510764861,0.510852893,0.410355911,I-MM
0.067845877,0.068938663,0.059687256,0.032519049,0.491168739,0.510764861,0.510852893,0.410355911,I-MM
0.131561732,0.140271514,0.129567132,0.074009822,0.51301272,0.508120457,0.509136978,0.427527161,I-MF
0.142522103,0.154723454,0.139178727,0.083295339,0.730650817,0.738762803,0.713446979,0.516779934,I-MF
0.099454543,0.127931783,0.111904528,0.067956612,0.481862719,0.490416778,0.4768429,0.328232207,I-MM
0.107283416,0.135370237,0.134993496,0.083104279,0.454618556,0.470111544,0.460817966,0.317642568,I-MM
0.06912157,0.09126365,0.100978215,0.048824623,0.367617031,0.365599337,0.364054628,0.266358366,I-MM
0.06912157,0.09126365,0.100978215,0.048824623,0.367617031,0.365599337,0.364054628,0.266358366,I-SE
0.107283416,0.135370237,0.134993496,0.083104279,0.454618556,0.470111544,0.460817966,0.317642568,I-MM
0.099454543,0.127931783,0.111904528,0.067956612,0.481862719,0.490416778,0.4768429,0.328232207,I-MM
0.07897119,0.077125636,0.075258405,0.046916452,0.32282979,0.312080234,0.309719077,0.249500797,I-MM
0.085306482,0.091516977,0.086401689,0.069368824,0.371990672,0.344073439,0.335897326,0.242041288,I-NE
0.105164505,0.092988856,0.082972729,0.048307513,0.477448178,0.422301612,0.400109036,0.271169717,I-MM
0.105164505,0.092988856,0.082972729,0.048307513,0.477448178,0.422301612,0.400109036,0.271169717,I-MM
0.085306482,0.091516977,0.086401689,0.069368824,0.371990672,0.344073439,0.335897326,0.242041288,I-NE
0.07897119,0.077125636,0.075258405,0.046916452,0.32282979,0.312080234,0.309719077,0.249500797,I-MM
0.145563371,0.160599586,0.12639024,0.069056135,0.633314487,0.624095711,0.601822532,0.417232163,I-MF
0.153608098,0.151398226,0.13247275,0.075653257,0.636226329,0.623558926,0.598673957,0.398415214,I-MM
0.054554669,0.064050575,0.052988285,0.025924213,0.353472695,0.380816123,0.374100775,0.2742482,I-MM
0.054554669,0.064050575,0.052988285,0.025924213,0.353472695,0.380816123,0.374100775,0.2742482,I-MM
0.153608098,0.151398226,0.13247275,0.075653257,0.636226329,0.623558926,0.598673957,0.398415214,I-MM
0.145563371,0.160599586,0.12639024,0.069056135,0.633314487,0.624095711,0.601822532,0.417232163,I-MF
0.203872714,0.226839917,0.183687821,0.09779606,0.716699173,0.728248803,0.702213918,0.505807101,I-MM
0.167339635,0.160805097,0.14562963,0.079154207,0.626249618,0.62127852,0.600786625,0.412695919,I-MF
0.100534104,0.094394949,0.085610719,0.042918296,0.486802091,0.489633004,0.472904348,0.346293209,I-MF
0.100534104,0.094394949,0.085610719,0.042918296,0.486802091,0.489633004,0.472904348,0.346293209,I-MM
0.167339635,0.160805097,0.14562963,0.079154207,0.626249618,0.62127852,0.600786625,0.412695919,I-MF
0.203872714,0.226839917,0.183687821,0.09779606,0.716699173,0.728248803,0.702213918,0.505807101,I-MF
0.046218607,0.061682873,0.065935447,0.035737992,0.274010139,0.27896668,0.273234944,0.193170449,I-SE
0.058739947,0.079035716,0.087216149,0.05237809,0.374348645,0.388165529,0.384276383,0.269387039,I-SE
0.063124422,0.061595363,0.057979722,0.022531179,0.305413401,0.314759451,0.305930659,0.20474004,I-SE
0.063124422,0.061595363,0.057979722,0.022531179,0.305413401,0.314759451,0.305930659,0.20474004,I-SE
0.058739947,0.079035716,0.087216149,0.05237809,0.374348645,0.388165529,0.384276383,0.269387039,I-SE
0.046218607,0.061682873,0.065935447,0.035737992,0.274010139,0.27896668,0.273234944,0.193170449,I-SE
0.144454699,0.163959656,0.124954362,0.060400109,0.552634462,0.528192748,0.507523613,0.351485788,I-MM
0.112365341,0.136733216,0.125236469,0.07305967,0.437117119,0.44925474,0.428797749,0.298560716,I-MM
0.050554232,0.062431206,0.064464175,0.036342528,0.307848299,0.326929829,0.333612019,0.249132699,I-MM
0.050554232,0.062431206,0.064464175,0.036342528,0.307848299,0.326929829,0.333612019,0.249132699,I-MM
0.112365341,0.136733216,0.125236469,0.07305967,0.437117119,0.44925474,0.428797749,0.298560716,I-MM
0.144454699,0.163959656,0.124954362,0.060400109,0.552634462,0.528192748,0.507523613,0.351485788,I-MM
0.081884138,0.083941143,0.078110142,0.063816923,0.363093706,0.36736802,0.368556472,0.294966761,I-MM
0.082895302,0.104337522,0.108157146,0.067149858,0.359436558,0.372911084,0.357154585,0.247949357,I-SE
0.058276565,0.085115859,0.095264142,0.060068953,0.330783906,0.371371984,0.394807777,0.387751184,I-MM
0.058276565,0.085115859,0.095264142,0.060068953,0.330783906,0.371371984,0.394807777,0.387751184,I-MM
0.082895302,0.104337522,0.108157146,0.067149858,0.359436558,0.372911084,0.357154585,0.247949357,I-MM
0.081884138,0.083941143,0.078110142,0.063816923,0.363093706,0.36736802,0.368556472,0.294966761,I-MM
0.11808653,0.091513408,0.079669031,0.049597672,0.527216135,0.494409339,0.49346718,0.364702814,I-MF
0.058766278,0.058513511,0.062659742,0.040685713,0.456227848,0.465855858,0.476541869,0.451705231,I-MF
0.097516405,0.094883474,0.097004531,0.059011211,0.590237798,0.594143155,0.600591129,0.456440425,I-MF
0.097516405,0.094883474,0.097004531,0.059011211,0.590237798,0.594143155,0.600591129,0.456440425,I-MF
0.058766278,0.058513511,0.062659742,0.040685713,0.456227848,0.465855858,0.476541869,0.451705231,I-MF
0.11808653,0.091513408,0.079669031,0.049597672,0.527216135,0.494409339,0.49346718,0.364702814,I-MF
0.064704668,0.074168991,0.074203726,0.034569242,0.443959624,0.440625564,0.42495113,0.286722881,I-MM
0.12196899,0.140465277,0.110971878,0.059140214,0.490160856,0.471832663,0.455271821,0.325183167,I-MM
0.101727537,0.115355186,0.110482523,0.063397147,0.446876147,0.457912979,0.452836595,0.340383053,I-MM
0.101727537,0.115355186,0.110482523,0.063397147,0.446876147,0.457912979,0.452836595,0.340383053,I-MM
0.12196899,0.140465277,0.110971878,0.059140214,0.490160856,0.471832663,0.455271821,0.325183167,I-MM
0.064704668,0.074168991,0.074203726,0.034569242,0.443959624,0.440625564,0.42495113,0.286722881,I-MM
0.053398651,0.047709438,0.036650127,0.019278432,0.360600622,0.365628997,0.383096958,0.352420811,I-MM
0.064767316,0.06533617,0.059394425,0.03921277,0.497302495,0.493913818,0.495206478,0.406898838,I-MM
0.088298808,0.097624859,0.092814032,0.053193868,0.415730279,0.418048096,0.415827226,0.309793392,I-MM
0.088298808,0.097624859,0.092814032,0.053193868,0.415730279,0.418048096,0.415827226,0.309793392,I-MM
0.064767316,0.06533617,0.059394425,0.03921277,0.497302495,0.493913818,0.495206478,0.406898838,I-MM
0.053398651,0.047709438,0.036650127,0.019278432,0.360600622,0.365628997,0.383096958,0.352420811,I-MM
0.131171805,0.162508738,0.131737829,0.071890176,0.494572237,0.487251016,0.469717869,0.326991732,I-MM
0.12547636,0.138585912,0.126313831,0.071295663,0.481671174,0.469170469,0.458386174,0.336502912,I-MM
0.071131287,0.077231491,0.080952966,0.03310642,0.243681553,0.246494068,0.252384588,0.219004848,I-SE
0.071131287,0.077231491,0.080952966,0.03310642,0.243681553,0.246494068,0.252384588,0.219004848,I-MM
0.12547636,0.138585912,0.126313831,0.071295663,0.481671174,0.469170469,0.458386174,0.336502912,I-MM
0.131171805,0.162508738,0.131737829,0.071890176,0.494572237,0.487251016,0.469717869,0.326991732,I-SE
0.160618347,0.18215981,0.13945221,0.072466297,0.555306015,0.53344618,0.508488645,0.356150943,I-MM
0.102501682,0.106403647,0.101453444,0.057723324,0.402143601,0.397499469,0.386327791,0.275592569,I-MM
0.057407606,0.068624449,0.069926936,0.030853024,0.269649905,0.309518884,0.344795692,0.412200423,I-MM
0.057407606,0.068624449,0.069926936,0.030853024,0.269649905,0.309518884,0.344795692,0.412200423,I-SE
0.102501682,0.106403647,0.101453444,0.057723324,0.402143601,0.397499469,0.386327791,0.275592569,I-MM
0.160618347,0.18215981,0.13945221,0.072466297,0.555306015,0.53344618,0.508488645,0.356150943,I-MM
0.133112371,0.16071536,0.118395147,0.062450476,0.477658177,0.465265913,0.442957432,0.305892163,I-MM
0.083126208,0.09940576,0.095554219,0.060228048,0.45594141,0.479630753,0.491833876,0.445258946,I-MM
0.074106042,0.093617889,0.108106182,0.044637521,0.298112353,0.32732794,0.340161483,0.264819112,I-SE
0.074106042,0.093617889,0.108106182,0.044637521,0.298112353,0.32732794,0.340161483,0.264819112,I-SE
0.083126208,0.09940576,0.095554219,0.060228048,0.45594141,0.479630753,0.491833876,0.445258946,I-MM
0.133112371,0.16071536,0.118395147,0.062450476,0.477658177,0.465265913,0.442957432,0.305892163,I-MM
0.088357669,0.082220942,0.079671973,0.053023662,0.584224276,0.565784621,0.565202847,0.442914898,I-MF
0.074354745,0.078070205,0.076372353,0.042058929,0.372775473,0.367555286,0.367533816,0.27819261,I-MM
0.114085619,0.12347893,0.12679996,0.075761015,0.511982926,0.524163701,0.527509261,0.447892013,I-MM
0.114085619,0.12347893,0.12679996,0.075761015,0.511982926,0.524163701,0.527509261,0.447892013,I-MF
0.074354745,0.078070205,0.076372353,0.042058929,0.372775473,0.367555286,0.367533816,0.27819261,I-SE
0.088357669,0.082220942,0.079671973,0.053023662,0.584224276,0.565784621,0.565202847,0.442914898,I-MF
0.102566152,0.09085991,0.080734232,0.04578795,0.509021106,0.464161018,0.457319019,0.329073393,I-MF
0.092667511,0.071641477,0.068904974,0.038835299,0.422679557,0.389489796,0.380999453,0.274049627,I-MF
0.109240768,0.12213298,0.126874173,0.068916526,0.526996207,0.553305863,0.552439,0.426001368,I-MF
0.109240768,0.12213298,0.126874173,0.068916526,0.526996207,0.553305863,0.552439,0.426001368,I-MF
0.092667511,0.071641477,0.068904974,0.038835299,0.422679557,0.389489796,0.380999453,0.274049627,I-MF
0.102566152,0.09085991,0.080734232,0.04578795,0.509021106,0.464161018,0.457319019,0.329073393,I-MF
0.118374189,0.137626952,0.099419328,0.05068475,0.533688522,0.545299231,0.519402315,0.361124108,I-MM
0.107673573,0.103948302,0.083545058,0.048855351,0.491060732,0.521991594,0.514446226,0.372247849,I-MM
0.056745492,0.063349723,0.062523342,0.027031562,0.396338555,0.402049166,0.39670865,0.2804045,I-MM
0.056745492,0.063349723,0.062523342,0.027031562,0.396338555,0.402049166,0.39670865,0.2804045,I-MM
0.107673573,0.103948302,0.083545058,0.048855351,0.491060732,0.521991594,0.514446226,0.372247849,I-MM
0.118374189,0.137626952,0.099419328,0.05068475,0.533688522,0.545299231,0.519402315,0.361124108,I-MM
0.068231883,0.08981428,0.075763108,0.041795561,0.399356059,0.417874184,0.415527126,0.288894366,I-MM
0.084833727,0.110843041,0.101150993,0.054973889,0.4834568,0.49966192,0.497149346,0.369297899,I-MM
0.087257033,0.114989094,0.118269422,0.048009139,0.343049966,0.359575888,0.364229813,0.273608943,I-MM
0.087257033,0.114989094,0.118269422,0.048009139,0.343049966,0.359575888,0.364229813,0.273608943,I-MM
0.084833727,0.110843041,0.101150993,0.054973889,0.4834568,0.49966192,0.497149346,0.369297899,I-MM
0.068231883,0.08981428,0.075763108,0.041795561,0.399356059,0.417874184,0.415527126,0.288894366,I-MM
0.103353744,0.107885945,0.089050054,0.050425027,0.538807567,0.552636705,0.545613702,0.437641294,I-MF
0.0630284,0.061761844,0.055615435,0.024290839,0.518790443,0.532921939,0.508805125,0.335216587,I-MF
0.120824801,0.112265724,0.104773163,0.059551072,0.547583475,0.548604229,0.53287986,0.376891503,I-MF
0.086456628,0.122434627,0.099304296,0.05810706,0.280136662,0.296216162,0.301311467,0.244951234,I-MM
0.117316364,0.145070553,0.131223257,0.074680153,0.378257889,0.387277925,0.382468919,0.273684221,I-MM
0.109195162,0.119771755,0.127007566,0.073177089,0.510530753,0.517825333,0.514189392,0.375336456,I-MF
0.109195162,0.119771755,0.127007566,0.073177089,0.510530753,0.517825333,0.514189392,0.375336456,I-MF
0.117316364,0.145070553,0.131223257,0.074680153,0.378257889,0.387277925,0.382468919,0.273684221,I-MM
0.086456628,0.122434627,0.099304296,0.05810706,0.280136662,0.296216162,0.301311467,0.244951234,I-MM
0.124307866,0.148391836,0.133322792,0.072820776,0.526702944,0.547447293,0.541692111,0.455574448,I-MM
0.131292112,0.153381047,0.148903096,0.089957652,0.447977979,0.449451526,0.435035933,0.304498475,I-MM
0.067776255,0.07076663,0.071536112,0.032652224,0.246865436,0.242333807,0.249274954,0.223925593,I-SE
0.067776255,0.07076663,0.071536112,0.032652224,0.246865436,0.242333807,0.249274954,0.223925593,I-SE
0.131292112,0.153381047,0.148903096,0.089957652,0.447977979,0.449451526,0.435035933,0.304498475,I-MM
0.124307866,0.148391836,0.133322792,0.072820776,0.526702944,0.547447293,0.541692111,0.455574448,I-MM
0.099248569,0.11647858,0.093428626,0.054544317,0.429171413,0.442088624,0.446091013,0.38122944,I-MM
0.065648991,0.07725747,0.073178501,0.046254578,0.398494801,0.423975261,0.443518193,0.49948418,I-MM
0.072491852,0.077647788,0.076617869,0.036224743,0.457958517,0.476775353,0.467666995,0.333252965,I-SE
0.072491852,0.077647788,0.076617869,0.036224743,0.457958517,0.476775353,0.467666995,0.333252965,I-MM
0.065648991,0.07725747,0.073178501,0.046254578,0.398494801,0.423975261,0.443518193,0.49948418,I-MM
0.099248569,0.11647858,0.093428626,0.054544317,0.429171413,0.442088624,0.446091013,0.38122944,I-MM
0.018691244,0.02493389,0.036165198,0.121351913,0.11826521,0.121585427,0.1248209,0.119168486,I-NE
