no,username,testId,topic,About Me,Things To Do,Best Friend,Wishlist,School Supplies,CITY_TOWN,WEATHER,FAMILY,CELEBRATIONS,
2438,V3223464,2407274,WEATHER,0.06872420543022265,0.0555580369981254,0.04908592602579101,0.025694299252268155,0.02174605812941388,0.07911797260497244,0.14727442534535368,0.05278440842500077,0.0635551575116175,
2439,V3223464,2407274,CELEBRATIONS,0.09731623305213849,0.07700875592898875,0.06384101462186932,0.05092042826534311,0.04136469681805545,0.11419697686174995,0.1124698585510688,0.1306363069982195,0.18347374120187998,
2440,V3223464,2407274,CITY_TOWN,0.050459370425104184,0.03593957552760579,0.03341770031625661,0.06234491430177869,0.054066604966745216,0.1392893419421526,0.05613552915620901,0.05149565848873784,0.050748357504327206,
2441,V3234667,2416808,CITY_TOWN,0.0014654792119055773,0.0030173788921458006,0.0012218903865257446,0.0,0.0006899397473012042,0.025194276022979904,0.0011880254521608082,0.00047443897820373957,0.003219588312115974,
2442,V3234667,2416808,FAMILY,0.08763357680428131,0.036225843252281495,0.05326512691027783,0.04678572686116687,0.033677818086463134,0.05959538960579617,0.05611390286553436,0.14056668922704496,0.09132752894493758,
2443,V3234667,2416808,WEATHER,0.09005926747402244,0.12090651196888452,0.05767083928343231,0.029659558852440936,0.012056520033255852,0.07222984785190001,0.14708641231784575,0.05092425947015405,0.06964285058764307,
2444,V3242993,2424697,CITY_TOWN,0.022185473989133956,0.05292246151256607,0.022546664600613466,0.037181355417347725,0.032269340181379474,0.02433944955470633,0.004678114901621915,0.0019122572355673227,0.0,
2445,V3242993,2424697,FAMILY,0.17455072249277212,0.09345916238993089,0.09761189606899696,0.03890281073302572,0.033408210678775994,0.1330426885415654,0.15057757500277405,0.2757715603571685,0.1359426955259248,
2446,V3242993,2424697,WEATHER,0.10982261566413304,0.13401276807594778,0.06761960622798613,0.04098217226507581,0.04906224438297781,0.16153294039871036,0.3017048405029241,0.07930044206550402,0.09438075141453163,
2447,V3243421,2425101,FAMILY,0.1030128593387147,0.04825964879420968,0.05324417139524556,0.031852032501434764,0.029330345199289547,0.08406590150179205,0.08479559731970178,0.1558481003467486,0.07084719008538265,
2448,V3243421,2425101,WEATHER,0.08208769666317589,0.09723962415832482,0.05248134759737001,0.04154260897564645,0.045126142952710016,0.127154003244938,0.17720058548203368,0.06999189974079673,0.08780109661451498,
2449,V3243421,2425101,CITY_TOWN,0.05340361175751496,0.0566654279811387,0.04206995129576166,0.03050176291844945,0.026851920555649875,0.11006757755632231,0.08945050724139778,0.04649221000607687,0.05673993982487793,
2450,V3246581,2428164,WEATHER,0.07225108850937373,0.07263318708577625,0.05913688420133109,0.04073816026021411,0.035524741999339374,0.09701088772496372,0.2000535857432181,0.04831766788079448,0.07156674174494604,
2451,V3246581,2428164,CITY_TOWN,0.018602087795869204,0.018717800927507085,0.015413334812990223,0.019489130532395208,0.013980587665774594,0.061805084810323555,0.01482898483606273,0.014006466473154155,0.004210087156642321,
2452,V3246581,2428164,FAMILY,0.04536326507915755,0.023798923273353322,0.024880496185059914,0.020138551981576505,0.010768433603655155,0.025027870592513626,0.016101652712408474,0.06268276763771405,0.009640439232298122,
2453,W2828456,2034428,WEATHER,0.11809666823591561,0.11261455942275578,0.0706420748512062,0.0608323709298865,0.04815112896424411,0.11190435974090458,0.197546989797163,0.07620523387911614,0.1034666195472452,
2454,W2828456,2034428,CELEBRATIONS,0.05562765641899785,0.04081396563149091,0.04248068101883626,0.028596643125484406,0.0241985124487572,0.05585451501978312,0.05810529987439869,0.061268027704110765,0.12185105758140055,
2455,W2828456,2034428,CITY_TOWN,0.048461205665038344,0.04376705577745347,0.03607527635458145,0.07522276859158254,0.0771668998667408,0.13346410596856126,0.06472528983334595,0.041538364186484156,0.058257288280049696,
2456,W2891863,2095072,WEATHER,0.038944715756218364,0.01987671659926468,0.05357155013872987,0.013227547291581238,0.009635671871865113,0.04323662562520546,0.061261864571924736,0.04202888351392526,0.03819395459170044,
2457,W2891863,2095072,CELEBRATIONS,0.03473618433118175,0.016155039353131728,0.03837663131557421,0.014508791487974076,0.012012028727045621,0.04940330179505319,0.03261424121717316,0.03484122544080801,0.0964285159743578,
2458,W2891863,2095072,CITY_TOWN,0.041264580102454644,0.05317082959456833,0.03913602028334541,0.016259071793408273,0.01965418628151078,0.08257115117552498,0.048186329970786944,0.03748504248177237,0.048015494847410134,
2459,W2904359,2106903,CELEBRATIONS,0.07742299622924324,0.06310486872583192,0.04843438797570897,0.01846859077001806,0.00522404333017501,0.03912832589374701,0.049869815100155195,0.08114324495288486,0.14878828479682837,
2460,W2904359,2106903,CITY_TOWN,0.0736909276855265,0.06930785814718328,0.06023362123302307,0.025631345863055793,0.021352223729504266,0.09702757908910345,0.05860121939548299,0.0706096551853017,0.07204757135865092,
2461,W2904359,2106903,WEATHER,0.1120840291841799,0.10724358380014047,0.07841646522883558,0.03832311232598366,0.021625147104429823,0.08563387785688677,0.15800815073424518,0.07560967965096647,0.0954417449081288,
2462,W2924325,2126340,WEATHER,0.17749992529267367,0.20733061765257754,0.11662321273813728,0.0623662624852128,0.04370738726817591,0.15209523219607465,0.26239492589231167,0.11583847590877727,0.1656295965314101,
2463,W2924325,2126340,CELEBRATIONS,0.15023805975802854,0.16800776825028746,0.12498480801174291,0.06033745778073472,0.04818729889912231,0.1879329609252383,0.22125332163281072,0.11538568417499169,0.23819826044508968,
2464,W2924325,2126340,CITY_TOWN,0.14461126346389927,0.11493458114281771,0.10570032938777595,0.057976931950441624,0.05154124567900005,0.21449588818689844,0.1694957772922117,0.10725076429588698,0.12366588277653454,
2465,W2924400,2126415,CELEBRATIONS,0.06120154813745865,0.027627725920379008,0.05006285982749385,0.014054785793775627,0.008746442193060977,0.044931846222338374,0.052452723274907465,0.08240475325585545,0.10093400450992021,
2466,W2924400,2126415,CITY_TOWN,0.08614637145260234,0.06005951747331114,0.0357262956023596,0.026586685164560885,0.023720506832994755,0.07165310953543777,0.06788717486801549,0.03576408760277813,0.03848249933721048,
2467,W2924400,2126415,WEATHER,0.0434957025532205,0.032036957204679556,0.03609119950821209,0.01701305564027513,0.019623122784411605,0.06666463204585173,0.07743798180881362,0.052030607671664106,0.04889466220766919,
2468,W2937113,2138068,CELEBRATIONS,0.12198810175731416,0.13051084826359055,0.0641013829286816,0.04243459673025165,0.02718536860283614,0.09093038362444034,0.1363143824221738,0.06749800714697748,0.1666660840814115,
2469,W2937113,2138068,CITY_TOWN,0.08292231024709082,0.08040458035603842,0.048906431313533,0.043472203859288,0.042428463393440585,0.11035605149395654,0.08057398996884906,0.04339777746666586,0.06469023001248446,
2470,W2937113,2138068,WEATHER,0.07600305156808815,0.06800972646952981,0.042550169298334786,0.0443109031299932,0.032234545132668865,0.05889664967938935,0.08996181689321844,0.04210262747356807,0.05310474814920453,
2471,W2973366,2172616,CITY_TOWN,0.09576831592203426,0.035422409249848845,0.04651027470431498,0.021346656397618728,0.02931735035255407,0.11308881029740249,0.0504939061467457,0.09306781796080957,0.05998302216789566,
2472,W2973366,2172616,WEATHER,0.07413069157908293,0.0544253918803632,0.04702874702563752,0.029176256821466323,0.022514794945605498,0.07596947138932703,0.15427874031790115,0.05716389713798233,0.07819823512403398,
2473,W2973366,2172616,CELEBRATIONS,0.09017922420153827,0.05128206248147546,0.052221792753323074,0.029285942349058975,0.012724663993687275,0.05511916801513728,0.06342100515346652,0.09232445133101123,0.1490543893190132,
2474,W2988672,2186994,CITY_TOWN,0.007210716393437737,0.014672860026934612,0.016208095701702244,0.007339153168512062,0.008360074187674732,0.0433356535137138,0.02405144618225154,0.008155943021777055,0.02512366758107097,
2475,W2988672,2186994,FAMILY,0.12567061298552468,0.07532064487977064,0.049986146464846816,0.04595829882272241,0.038438969926849094,0.08904683220409074,0.10346675790241143,0.1095176302756784,0.06362462366371152,
2476,W2988672,2186994,WEATHER,0.06021653712264423,0.037873018140179675,0.045372223140507484,0.022023958157585292,0.014498451781671523,0.058764465315966685,0.1418883824099038,0.05104563722394012,0.05387208777217186,
